,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
toll,trucks,tolled units,utility,delay ,truckes-d,CS,,utility,delay,truckers-d,,profit,user benefit,system
10.5,102.42,2.72,-806.099356461623,207249.907347466,20090.3935263546,29.1060258794754,,-833.488538429193,208878.923882521,21669.4100614095,,28.56,29.1060258794754,57.6660258794754
11,100.1,2.06,-822.372683012133,214866.471778928,20464.0753891352,24.8420821892289,,-845.504244125881,216054.174830338,21651.7784405452,,22.66,24.8420821892289,47.5020821892289
11.5,102.74,2.08,-786.256818502788,203801.442540391,19957.9825270461,21.7589225182132,,-806.867945987954,205002.480122406,21126.0201090605,,23.92,21.7589225182132,45.6789225182132
12,100.08,1.8,-806.476267653092,210151.319642538,20315.5177719853,18.3664185830783,,-824.042141981643,211312.632548407,21402.2306778544,,21.6,18.3664185830783,39.9664185830783
12.5,101.24,1.96,-794.121464457096,204799.906859899,19988.1163575741,22.1975439106855,,-815.52231459426,205957.681862701,21099.2460523534,,24.5,22.1975439106855,46.6975439106855
13,99.38,1.86,-799.404444263792,205468.021433502,19440.7000430737,17.6798408439919,,-816.544246514805,206495.302031743,20438.1806413145,,24.18,17.6798408439919,41.8598408439919
13.5,99,1.7,-792.751831321514,204114.056793216,18931.4426149096,17.3983630054719,,-809.582334770129,205074.373353624,19891.7591753184,,22.95,17.3983630054719,40.3483630054719
14,100.98,1.78,-818.175417515114,210860.619336488,20267.4633340831,26.0011551828838,,-843.364739367174,211944.588745475,21351.4327430709,,24.92,26.0011551828838,50.9211551828838
14.5,101.54,1.24,-736.674325905671,190255.536816008,18696.9392843465,15.472582913928,,-751.828440257233,191062.779083682,19432.7815520202,,17.98,15.472582913928,33.452582913928
15,100.32,1.74,-879.303086326396,227323.463356786,21528.2702953316,23.7553151790426,,-902.741785077347,228428.493882699,22596.5008212442,,26.1,23.7553151790426,49.8553151790426
15.5,102.62,1.64,-874.222532530993,224673.991423298,22385.8825597537,27.5207135686579,,-900.998168316079,225757.231155017,23426.8130474213,,25.42,27.5207135686579,52.9407135686579
16,99.92,1.24,-787.445583839213,203425.819833357,19408.0757948225,15.398123479177,,-802.530447942072,204253.815710496,20217.5345429484,,19.84,15.398123479177,35.238123479177
16.5,102.04,1.46,-890.370549810943,228903.649264135,23137.275694601,22.041766673419,,-912.070871893503,229816.948212396,24050.5746428623,,24.09,22.041766673419,46.131766673419
17,102.44,1.3,-823.831774156667,211691.7466113,21255.0991089248,16.4765839238436,,-839.89169259821,212420.598009699,21983.9505073241,,22.1,16.4765839238436,38.5765839238436
17.5,100.7,1.16,-830.014877375731,213017.143701227,20779.8504594751,15.6252354612578,,-845.26767488511,213684.919854008,21447.6266122566,,20.3,15.6252354612578,35.9252354612578
18,100.06,1.06,-804.741254197351,207432.604518963,19692.7596714614,10.7070507783095,,-815.217505563816,208036.965835261,20297.1209877586,,19.08,10.7070507783095,29.7870507783095
18.5,100.6,0.64,-879.618075548711,227976.824600087,22282.9912529066,8.25700786354012,,-887.512641092983,228368.975829329,22675.1424821493,,11.84,8.25700786354012,20.0970078635401
19,99.42,0.94,-791.928048269146,202812.059618006,19360.5909085515,9.27615323978039,,-800.748832758412,203357.271321852,19905.8026123973,,17.86,9.27615323978039,27.1361532397804
19.5,102.04,0.74,-754.038711312877,193519.876714797,18907.8228498222,10.8858562167892,,-764.732203957027,194015.51971227,19403.4658472956,,14.43,10.8858562167892,25.3158562167892
