workbook,sheet,cell,formula,cached_or_converted_value
14nov.xls,toll,AJ488,=$J$5,10
14nov.xls,toll,AK488,"=AJ488+MAX(K488,AK$10:AK487)",5008.82985076217
14nov.xls,toll,AL488,=AK488-K488,258.472038559775
14nov.xls,toll,AM488,=-G488*AL488/3600,-1.14615250061172
14nov.xls,toll,AN488,=-H488*AL488/3600,-2.87089751300399
14nov.xls,toll,AO488,=AM488*E488+AN488*D488,-2.87089751300399
14nov.xls,toll,AP488,=AL488*D488,258.472038559775
14nov.xls,toll,AR488,=AN488*D488,-2.87089751300399
14nov.xls,toll,AS488,=AH488-AR488,5.99891265551378e-08
14nov.xls,toll,A489,=A488+1,480
14nov.xls,toll,B489,"=IF(A489<$N$4/3,0.1,(IF(A489>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C489,=RAND(),0.189135545063954
14nov.xls,toll,D489,"=IF((C489>$M$2),1,0)",0
14nov.xls,toll,E489,=1-D489,1
14nov.xls,toll,F489,=RAND(),0.76090340824905
14nov.xls,toll,G489,=7.75+F489*10,15.3590340824905
14nov.xls,toll,H489,"=LOGINV(F489,2.64,1.139)",31.4309161320281
14nov.xls,toll,J489,=-LN(RAND())/B489,8.4504284606142
14nov.xls,toll,K489,=K488+J489,4758.80824066301
14nov.xls,toll,L489,=(1/$J$4)*(1+AB488),10
14nov.xls,toll,M489,"=L489+MAX(K489,Y$10:Y488)",5018.82985076217
14nov.xls,toll,N489,=K489,4758.80824066301
14nov.xls,toll,O489,=M489-K489,260.02161009916
14nov.xls,toll,P489,=N489-K489,0
14nov.xls,toll,Q489,"=A489-MATCH(K489,$M$9:M488,1)",26
14nov.xls,toll,R489,=-G489*(O489/3600),-1.10935576991585
14nov.xls,toll,S489,=-1*I489-(H489*(P489/3600)),-19.5
14nov.xls,toll,T489,=-H489*(O489/3600),-2.270199283206
14nov.xls,toll,U489,=T489-S489,17.229800716794
14nov.xls,toll,V489,=1/(1+EXP(U489)),3.28997509308787e-08
14nov.xls,toll,W489,=RAND(),0.710410248024404
14nov.xls,toll,X489,"=IF(W489<V489,1,0)",0
14nov.xls,toll,Y489,=(M489*(1-X489)+N489*X489)*D489+M489*E489,5018.82985076217
14nov.xls,toll,Z489,=((1-X489)*O489+X489*P489)*D489+E489*O489,260.02161009916
14nov.xls,toll,AA489,"=IF(D489*X489>0,AA488,Q489)",26
14nov.xls,toll,AB489,=(X489*D489),0
14nov.xls,toll,AC489,=SUM(AB$10:AB488)/K489,0
14nov.xls,toll,AD489,=R489*E489+D489*(X489*S489+(1-X489)*T489),-1.10935576991585
14nov.xls,toll,AE489,=Z489,260.02161009916
14nov.xls,toll,AF489,=E489*O489,260.02161009916
14nov.xls,toll,AG489,=((1-X489)*O489+X489*P489)*D489,0
14nov.xls,toll,AH489,=D489*(LN(EXP(S489)+EXP(T489))),0
14nov.xls,toll,AJ489,=$J$5,10
14nov.xls,toll,AK489,"=AJ489+MAX(K489,AK$10:AK488)",5018.82985076217
14nov.xls,toll,AL489,=AK489-K489,260.02161009916
14nov.xls,toll,AM489,=-G489*AL489/3600,-1.10935576991585
14nov.xls,toll,AN489,=-H489*AL489/3600,-2.270199283206
14nov.xls,toll,AO489,=AM489*E489+AN489*D489,-1.10935576991585
14nov.xls,toll,AP489,=AL489*D489,0
14nov.xls,toll,AR489,=AN489*D489,0
14nov.xls,toll,AS489,=AH489-AR489,0
14nov.xls,toll,A490,=A489+1,481
14nov.xls,toll,B490,"=IF(A490<$N$4/3,0.1,(IF(A490>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C490,=RAND(),0.600601289980535
14nov.xls,toll,D490,"=IF((C490>$M$2),1,0)",0
14nov.xls,toll,E490,=1-D490,1
14nov.xls,toll,F490,=RAND(),0.185772148826388
14nov.xls,toll,G490,=7.75+F490*10,9.60772148826388
14nov.xls,toll,H490,"=LOGINV(F490,2.64,1.139)",5.06425668508367
14nov.xls,toll,J490,=-LN(RAND())/B490,21.5011043719677
14nov.xls,toll,K490,=K489+J490,4780.30934503498
14nov.xls,toll,L490,=(1/$J$4)*(1+AB489),10
14nov.xls,toll,M490,"=L490+MAX(K490,Y$10:Y489)",5028.82985076217
14nov.xls,toll,N490,=K490,4780.30934503498
14nov.xls,toll,O490,=M490-K490,248.520505727192
14nov.xls,toll,P490,=N490-K490,0
14nov.xls,toll,Q490,"=A490-MATCH(K490,$M$9:M489,1)",24
14nov.xls,toll,R490,=-G490*(O490/3600),-0.663254389763709
14nov.xls,toll,S490,=-1*I490-(H490*(P490/3600)),-19.5
14nov.xls,toll,T490,=-H490*(O490/3600),-0.349603231252586
14nov.xls,toll,U490,=T490-S490,19.1503967687474
14nov.xls,toll,V490,=1/(1+EXP(U490)),4.82045857403621e-09
14nov.xls,toll,W490,=RAND(),0.0616037997229002
14nov.xls,toll,X490,"=IF(W490<V490,1,0)",0
14nov.xls,toll,Y490,=(M490*(1-X490)+N490*X490)*D490+M490*E490,5028.82985076217
14nov.xls,toll,Z490,=((1-X490)*O490+X490*P490)*D490+E490*O490,248.520505727192
14nov.xls,toll,AA490,"=IF(D490*X490>0,AA489,Q490)",24
14nov.xls,toll,AB490,=(X490*D490),0
14nov.xls,toll,AC490,=SUM(AB$10:AB489)/K490,0
14nov.xls,toll,AD490,=R490*E490+D490*(X490*S490+(1-X490)*T490),-0.663254389763709
14nov.xls,toll,AE490,=Z490,248.520505727192
14nov.xls,toll,AF490,=E490*O490,248.520505727192
14nov.xls,toll,AG490,=((1-X490)*O490+X490*P490)*D490,0
14nov.xls,toll,AH490,=D490*(LN(EXP(S490)+EXP(T490))),0
14nov.xls,toll,AJ490,=$J$5,10
14nov.xls,toll,AK490,"=AJ490+MAX(K490,AK$10:AK489)",5028.82985076217
14nov.xls,toll,AL490,=AK490-K490,248.520505727192
14nov.xls,toll,AM490,=-G490*AL490/3600,-0.663254389763709
14nov.xls,toll,AN490,=-H490*AL490/3600,-0.349603231252586
14nov.xls,toll,AO490,=AM490*E490+AN490*D490,-0.663254389763709
14nov.xls,toll,AP490,=AL490*D490,0
14nov.xls,toll,AR490,=AN490*D490,0
14nov.xls,toll,AS490,=AH490-AR490,0
14nov.xls,toll,A491,=A490+1,482
14nov.xls,toll,B491,"=IF(A491<$N$4/3,0.1,(IF(A491>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C491,=RAND(),0.0353003464337588
14nov.xls,toll,D491,"=IF((C491>$M$2),1,0)",0
14nov.xls,toll,E491,=1-D491,1
14nov.xls,toll,F491,=RAND(),0.943460194849639
14nov.xls,toll,G491,=7.75+F491*10,17.1846019484964
14nov.xls,toll,H491,"=LOGINV(F491,2.64,1.139)",85.1783556693597
14nov.xls,toll,J491,=-LN(RAND())/B491,11.860594964386
14nov.xls,toll,K491,=K490+J491,4792.16993999937
14nov.xls,toll,L491,=(1/$J$4)*(1+AB490),10
14nov.xls,toll,M491,"=L491+MAX(K491,Y$10:Y490)",5038.82985076217
14nov.xls,toll,N491,=K491,4792.16993999937
14nov.xls,toll,O491,=M491-K491,246.659910762806
14nov.xls,toll,P491,=N491-K491,0
14nov.xls,toll,Q491,"=A491-MATCH(K491,$M$9:M490,1)",24
14nov.xls,toll,R491,=-G491*(O491/3600),-1.17743121753069
14nov.xls,toll,S491,=-1*I491-(H491*(P491/3600)),-19.5
14nov.xls,toll,T491,=-H491*(O491/3600),-5.8361348912019
14nov.xls,toll,U491,=T491-S491,13.6638651087981
14nov.xls,toll,V491,=1/(1+EXP(U491)),1.16374620130527e-06
14nov.xls,toll,W491,=RAND(),0.452705042235207
14nov.xls,toll,X491,"=IF(W491<V491,1,0)",0
14nov.xls,toll,Y491,=(M491*(1-X491)+N491*X491)*D491+M491*E491,5038.82985076217
14nov.xls,toll,Z491,=((1-X491)*O491+X491*P491)*D491+E491*O491,246.659910762806
14nov.xls,toll,AA491,"=IF(D491*X491>0,AA490,Q491)",24
14nov.xls,toll,AB491,=(X491*D491),0
14nov.xls,toll,AC491,=SUM(AB$10:AB490)/K491,0
14nov.xls,toll,AD491,=R491*E491+D491*(X491*S491+(1-X491)*T491),-1.17743121753069
14nov.xls,toll,AE491,=Z491,246.659910762806
14nov.xls,toll,AF491,=E491*O491,246.659910762806
14nov.xls,toll,AG491,=((1-X491)*O491+X491*P491)*D491,0
14nov.xls,toll,AH491,=D491*(LN(EXP(S491)+EXP(T491))),0
14nov.xls,toll,AJ491,=$J$5,10
14nov.xls,toll,AK491,"=AJ491+MAX(K491,AK$10:AK490)",5038.82985076217
14nov.xls,toll,AL491,=AK491-K491,246.659910762806
14nov.xls,toll,AM491,=-G491*AL491/3600,-1.17743121753069
14nov.xls,toll,AN491,=-H491*AL491/3600,-5.8361348912019
14nov.xls,toll,AO491,=AM491*E491+AN491*D491,-1.17743121753069
14nov.xls,toll,AP491,=AL491*D491,0
14nov.xls,toll,AR491,=AN491*D491,0
14nov.xls,toll,AS491,=AH491-AR491,0
14nov.xls,toll,A492,=A491+1,483
14nov.xls,toll,B492,"=IF(A492<$N$4/3,0.1,(IF(A492>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C492,=RAND(),0.490123667167791
14nov.xls,toll,D492,"=IF((C492>$M$2),1,0)",0
14nov.xls,toll,E492,=1-D492,1
14nov.xls,toll,F492,=RAND(),0.0544878160354029
14nov.xls,toll,G492,=7.75+F492*10,8.29487816035403
14nov.xls,toll,H492,"=LOGINV(F492,2.64,1.139)",2.25780787272977
14nov.xls,toll,J492,=-LN(RAND())/B492,1.38726480455485
14nov.xls,toll,K492,=K491+J492,4793.55720480392
14nov.xls,toll,L492,=(1/$J$4)*(1+AB491),10
14nov.xls,toll,M492,"=L492+MAX(K492,Y$10:Y491)",5048.82985076217
14nov.xls,toll,N492,=K492,4793.55720480392
14nov.xls,toll,O492,=M492-K492,255.272645958252
14nov.xls,toll,P492,=N492-K492,0
14nov.xls,toll,Q492,"=A492-MATCH(K492,$M$9:M491,1)",25
14nov.xls,toll,R492,=-G492*(O492/3600),-0.588182082193025
14nov.xls,toll,S492,=-1*I492-(H492*(P492/3600)),-19.5
14nov.xls,toll,T492,=-H492*(O492/3600),-0.16009905270475
14nov.xls,toll,U492,=T492-S492,19.3399009472953
14nov.xls,toll,V492,=1/(1+EXP(U492)),3.9882992450769e-09
14nov.xls,toll,W492,=RAND(),0.47750210824107
14nov.xls,toll,X492,"=IF(W492<V492,1,0)",0
14nov.xls,toll,Y492,=(M492*(1-X492)+N492*X492)*D492+M492*E492,5048.82985076217
14nov.xls,toll,Z492,=((1-X492)*O492+X492*P492)*D492+E492*O492,255.272645958252
14nov.xls,toll,AA492,"=IF(D492*X492>0,AA491,Q492)",25
14nov.xls,toll,AB492,=(X492*D492),0
14nov.xls,toll,AC492,=SUM(AB$10:AB491)/K492,0
14nov.xls,toll,AD492,=R492*E492+D492*(X492*S492+(1-X492)*T492),-0.588182082193025
14nov.xls,toll,AE492,=Z492,255.272645958252
14nov.xls,toll,AF492,=E492*O492,255.272645958252
14nov.xls,toll,AG492,=((1-X492)*O492+X492*P492)*D492,0
14nov.xls,toll,AH492,=D492*(LN(EXP(S492)+EXP(T492))),0
14nov.xls,toll,AJ492,=$J$5,10
14nov.xls,toll,AK492,"=AJ492+MAX(K492,AK$10:AK491)",5048.82985076217
14nov.xls,toll,AL492,=AK492-K492,255.272645958252
14nov.xls,toll,AM492,=-G492*AL492/3600,-0.588182082193025
14nov.xls,toll,AN492,=-H492*AL492/3600,-0.16009905270475
14nov.xls,toll,AO492,=AM492*E492+AN492*D492,-0.588182082193025
14nov.xls,toll,AP492,=AL492*D492,0
14nov.xls,toll,AR492,=AN492*D492,0
14nov.xls,toll,AS492,=AH492-AR492,0
14nov.xls,toll,A493,=A492+1,484
14nov.xls,toll,B493,"=IF(A493<$N$4/3,0.1,(IF(A493>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C493,=RAND(),0.265319676990136
14nov.xls,toll,D493,"=IF((C493>$M$2),1,0)",0
14nov.xls,toll,E493,=1-D493,1
14nov.xls,toll,F493,=RAND(),0.195194878014429
14nov.xls,toll,G493,=7.75+F493*10,9.70194878014429
14nov.xls,toll,H493,"=LOGINV(F493,2.64,1.139)",5.26826270953282
14nov.xls,toll,J493,=-LN(RAND())/B493,5.23294266992883
14nov.xls,toll,K493,=K492+J493,4798.79014747385
14nov.xls,toll,L493,=(1/$J$4)*(1+AB492),10
14nov.xls,toll,M493,"=L493+MAX(K493,Y$10:Y492)",5058.82985076217
14nov.xls,toll,N493,=K493,4798.79014747385
14nov.xls,toll,O493,=M493-K493,260.039703288323
14nov.xls,toll,P493,=N493-K493,0
14nov.xls,toll,Q493,"=A493-MATCH(K493,$M$9:M492,1)",26
14nov.xls,toll,R493,=-G493*(O493/3600),-0.700803300585341
14nov.xls,toll,S493,=-1*I493-(H493*(P493/3600)),-19.5
14nov.xls,toll,T493,=-H493*(O493/3600),-0.380543742175514
14nov.xls,toll,U493,=T493-S493,19.1194562578245
14nov.xls,toll,V493,=1/(1+EXP(U493)),4.97193735568822e-09
14nov.xls,toll,W493,=RAND(),0.283927700266344
14nov.xls,toll,X493,"=IF(W493<V493,1,0)",0
14nov.xls,toll,Y493,=(M493*(1-X493)+N493*X493)*D493+M493*E493,5058.82985076217
14nov.xls,toll,Z493,=((1-X493)*O493+X493*P493)*D493+E493*O493,260.039703288323
14nov.xls,toll,AA493,"=IF(D493*X493>0,AA492,Q493)",26
14nov.xls,toll,AB493,=(X493*D493),0
14nov.xls,toll,AC493,=SUM(AB$10:AB492)/K493,0
14nov.xls,toll,AD493,=R493*E493+D493*(X493*S493+(1-X493)*T493),-0.700803300585341
14nov.xls,toll,AE493,=Z493,260.039703288323
14nov.xls,toll,AF493,=E493*O493,260.039703288323
14nov.xls,toll,AG493,=((1-X493)*O493+X493*P493)*D493,0
14nov.xls,toll,AH493,=D493*(LN(EXP(S493)+EXP(T493))),0
14nov.xls,toll,AJ493,=$J$5,10
14nov.xls,toll,AK493,"=AJ493+MAX(K493,AK$10:AK492)",5058.82985076217
14nov.xls,toll,AL493,=AK493-K493,260.039703288323
14nov.xls,toll,AM493,=-G493*AL493/3600,-0.700803300585341
14nov.xls,toll,AN493,=-H493*AL493/3600,-0.380543742175514
14nov.xls,toll,AO493,=AM493*E493+AN493*D493,-0.700803300585341
14nov.xls,toll,AP493,=AL493*D493,0
14nov.xls,toll,AR493,=AN493*D493,0
14nov.xls,toll,AS493,=AH493-AR493,0
14nov.xls,toll,A494,=A493+1,485
14nov.xls,toll,B494,"=IF(A494<$N$4/3,0.1,(IF(A494>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C494,=RAND(),0.0983068059649344
14nov.xls,toll,D494,"=IF((C494>$M$2),1,0)",0
14nov.xls,toll,E494,=1-D494,1
14nov.xls,toll,F494,=RAND(),0.392013110879696
14nov.xls,toll,G494,=7.75+F494*10,11.670131108797
14nov.xls,toll,H494,"=LOGINV(F494,2.64,1.139)",10.2556363563477
14nov.xls,toll,J494,=-LN(RAND())/B494,6.027910120614
14nov.xls,toll,K494,=K493+J494,4804.81805759446
14nov.xls,toll,L494,=(1/$J$4)*(1+AB493),10
14nov.xls,toll,M494,"=L494+MAX(K494,Y$10:Y493)",5068.82985076217
14nov.xls,toll,N494,=K494,4804.81805759446
14nov.xls,toll,O494,=M494-K494,264.011793167709
14nov.xls,toll,P494,=N494-K494,0
14nov.xls,toll,Q494,"=A494-MATCH(K494,$M$9:M493,1)",26
14nov.xls,toll,R494,=-G494*(O494/3600),-0.855847844593263
14nov.xls,toll,S494,=-1*I494-(H494*(P494/3600)),-19.5
14nov.xls,toll,T494,=-H494*(O494/3600),-0.752113595698693
14nov.xls,toll,U494,=T494-S494,18.7478864043013
14nov.xls,toll,V494,=1/(1+EXP(U494)),7.20935454743418e-09
14nov.xls,toll,W494,=RAND(),0.0547325996267882
14nov.xls,toll,X494,"=IF(W494<V494,1,0)",0
14nov.xls,toll,Y494,=(M494*(1-X494)+N494*X494)*D494+M494*E494,5068.82985076217
14nov.xls,toll,Z494,=((1-X494)*O494+X494*P494)*D494+E494*O494,264.011793167709
14nov.xls,toll,AA494,"=IF(D494*X494>0,AA493,Q494)",26
14nov.xls,toll,AB494,=(X494*D494),0
14nov.xls,toll,AC494,=SUM(AB$10:AB493)/K494,0
14nov.xls,toll,AD494,=R494*E494+D494*(X494*S494+(1-X494)*T494),-0.855847844593263
14nov.xls,toll,AE494,=Z494,264.011793167709
14nov.xls,toll,AF494,=E494*O494,264.011793167709
14nov.xls,toll,AG494,=((1-X494)*O494+X494*P494)*D494,0
14nov.xls,toll,AH494,=D494*(LN(EXP(S494)+EXP(T494))),0
14nov.xls,toll,AJ494,=$J$5,10
14nov.xls,toll,AK494,"=AJ494+MAX(K494,AK$10:AK493)",5068.82985076217
14nov.xls,toll,AL494,=AK494-K494,264.011793167709
14nov.xls,toll,AM494,=-G494*AL494/3600,-0.855847844593263
14nov.xls,toll,AN494,=-H494*AL494/3600,-0.752113595698693
14nov.xls,toll,AO494,=AM494*E494+AN494*D494,-0.855847844593263
14nov.xls,toll,AP494,=AL494*D494,0
14nov.xls,toll,AR494,=AN494*D494,0
14nov.xls,toll,AS494,=AH494-AR494,0
14nov.xls,toll,A495,=A494+1,486
14nov.xls,toll,B495,"=IF(A495<$N$4/3,0.1,(IF(A495>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C495,=RAND(),0.53734180564464
14nov.xls,toll,D495,"=IF((C495>$M$2),1,0)",0
14nov.xls,toll,E495,=1-D495,1
14nov.xls,toll,F495,=RAND(),0.955252039609418
14nov.xls,toll,G495,=7.75+F495*10,17.3025203960942
14nov.xls,toll,H495,"=LOGINV(F495,2.64,1.139)",96.9401194176787
14nov.xls,toll,J495,=-LN(RAND())/B495,1.6552866664973
14nov.xls,toll,K495,=K494+J495,4806.47334426096
14nov.xls,toll,L495,=(1/$J$4)*(1+AB494),10
14nov.xls,toll,M495,"=L495+MAX(K495,Y$10:Y494)",5078.82985076217
14nov.xls,toll,N495,=K495,4806.47334426096
14nov.xls,toll,O495,=M495-K495,272.356506501212
14nov.xls,toll,P495,=N495-K495,0
14nov.xls,toll,Q495,"=A495-MATCH(K495,$M$9:M494,1)",27
14nov.xls,toll,R495,=-G495*(O495/3600),-1.30901500242949
14nov.xls,toll,S495,=-1*I495-(H495*(P495/3600)),-19.5
14nov.xls,toll,T495,=-H495*(O495/3600),-7.33396451789146
14nov.xls,toll,U495,=T495-S495,12.1660354821085
14nov.xls,toll,V495,=1/(1+EXP(U495)),5.20422019095516e-06
14nov.xls,toll,W495,=RAND(),0.872081188353468
14nov.xls,toll,X495,"=IF(W495<V495,1,0)",0
14nov.xls,toll,Y495,=(M495*(1-X495)+N495*X495)*D495+M495*E495,5078.82985076217
14nov.xls,toll,Z495,=((1-X495)*O495+X495*P495)*D495+E495*O495,272.356506501212
14nov.xls,toll,AA495,"=IF(D495*X495>0,AA494,Q495)",27
14nov.xls,toll,AB495,=(X495*D495),0
14nov.xls,toll,AC495,=SUM(AB$10:AB494)/K495,0
14nov.xls,toll,AD495,=R495*E495+D495*(X495*S495+(1-X495)*T495),-1.30901500242949
14nov.xls,toll,AE495,=Z495,272.356506501212
14nov.xls,toll,AF495,=E495*O495,272.356506501212
14nov.xls,toll,AG495,=((1-X495)*O495+X495*P495)*D495,0
14nov.xls,toll,AH495,=D495*(LN(EXP(S495)+EXP(T495))),0
14nov.xls,toll,AJ495,=$J$5,10
14nov.xls,toll,AK495,"=AJ495+MAX(K495,AK$10:AK494)",5078.82985076217
14nov.xls,toll,AL495,=AK495-K495,272.356506501212
14nov.xls,toll,AM495,=-G495*AL495/3600,-1.30901500242949
14nov.xls,toll,AN495,=-H495*AL495/3600,-7.33396451789146
14nov.xls,toll,AO495,=AM495*E495+AN495*D495,-1.30901500242949
14nov.xls,toll,AP495,=AL495*D495,0
14nov.xls,toll,AR495,=AN495*D495,0
14nov.xls,toll,AS495,=AH495-AR495,0
14nov.xls,toll,A496,=A495+1,487
14nov.xls,toll,B496,"=IF(A496<$N$4/3,0.1,(IF(A496>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C496,=RAND(),0.706215635839812
14nov.xls,toll,D496,"=IF((C496>$M$2),1,0)",0
14nov.xls,toll,E496,=1-D496,1
14nov.xls,toll,F496,=RAND(),0.012333498976009
14nov.xls,toll,G496,=7.75+F496*10,7.87333498976009
14nov.xls,toll,H496,"=LOGINV(F496,2.64,1.139)",1.08453080185971
14nov.xls,toll,J496,=-LN(RAND())/B496,17.5353137292344
14nov.xls,toll,K496,=K495+J496,4824.00865799019
14nov.xls,toll,L496,=(1/$J$4)*(1+AB495),10
14nov.xls,toll,M496,"=L496+MAX(K496,Y$10:Y495)",5088.82985076217
14nov.xls,toll,N496,=K496,4824.00865799019
14nov.xls,toll,O496,=M496-K496,264.821192771978
14nov.xls,toll,P496,=N496-K496,0
14nov.xls,toll,Q496,"=A496-MATCH(K496,$M$9:M495,1)",26
14nov.xls,toll,R496,=-G496*(O496/3600),-0.579173878633781
14nov.xls,toll,S496,=-1*I496-(H496*(P496/3600)),-19.5
14nov.xls,toll,T496,=-H496*(O496/3600),-0.0797796501517884
14nov.xls,toll,U496,=T496-S496,19.4202203498482
14nov.xls,toll,V496,=1/(1+EXP(U496)),3.68048848336947e-09
14nov.xls,toll,W496,=RAND(),0.976364660548101
14nov.xls,toll,X496,"=IF(W496<V496,1,0)",0
14nov.xls,toll,Y496,=(M496*(1-X496)+N496*X496)*D496+M496*E496,5088.82985076217
14nov.xls,toll,Z496,=((1-X496)*O496+X496*P496)*D496+E496*O496,264.821192771978
14nov.xls,toll,AA496,"=IF(D496*X496>0,AA495,Q496)",26
14nov.xls,toll,AB496,=(X496*D496),0
14nov.xls,toll,AC496,=SUM(AB$10:AB495)/K496,0
14nov.xls,toll,AD496,=R496*E496+D496*(X496*S496+(1-X496)*T496),-0.579173878633781
14nov.xls,toll,AE496,=Z496,264.821192771978
14nov.xls,toll,AF496,=E496*O496,264.821192771978
14nov.xls,toll,AG496,=((1-X496)*O496+X496*P496)*D496,0
14nov.xls,toll,AH496,=D496*(LN(EXP(S496)+EXP(T496))),0
14nov.xls,toll,AJ496,=$J$5,10
14nov.xls,toll,AK496,"=AJ496+MAX(K496,AK$10:AK495)",5088.82985076217
14nov.xls,toll,AL496,=AK496-K496,264.821192771978
14nov.xls,toll,AM496,=-G496*AL496/3600,-0.579173878633781
14nov.xls,toll,AN496,=-H496*AL496/3600,-0.0797796501517884
14nov.xls,toll,AO496,=AM496*E496+AN496*D496,-0.579173878633781
14nov.xls,toll,AP496,=AL496*D496,0
14nov.xls,toll,AR496,=AN496*D496,0
14nov.xls,toll,AS496,=AH496-AR496,0
14nov.xls,toll,A497,=A496+1,488
14nov.xls,toll,B497,"=IF(A497<$N$4/3,0.1,(IF(A497>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C497,=RAND(),0.842709822595582
14nov.xls,toll,D497,"=IF((C497>$M$2),1,0)",0
14nov.xls,toll,E497,=1-D497,1
14nov.xls,toll,F497,=RAND(),0.883133709631422
14nov.xls,toll,G497,=7.75+F497*10,16.5813370963142
14nov.xls,toll,H497,"=LOGINV(F497,2.64,1.139)",54.3975889096214
14nov.xls,toll,J497,=-LN(RAND())/B497,1.982920232151
14nov.xls,toll,K497,=K496+J497,4825.99157822234
14nov.xls,toll,L497,=(1/$J$4)*(1+AB496),10
14nov.xls,toll,M497,"=L497+MAX(K497,Y$10:Y496)",5098.82985076217
14nov.xls,toll,N497,=K497,4825.99157822234
14nov.xls,toll,O497,=M497-K497,272.838272539827
14nov.xls,toll,P497,=N497-K497,0
14nov.xls,toll,Q497,"=A497-MATCH(K497,$M$9:M496,1)",27
14nov.xls,toll,R497,=-G497*(O497/3600),-1.25667315826637
14nov.xls,toll,S497,=-1*I497-(H497*(P497/3600)),-19.5
14nov.xls,toll,T497,=-H497*(O497/3600),-4.1227067190091
14nov.xls,toll,U497,=T497-S497,15.3772932809909
14nov.xls,toll,V497,=1/(1+EXP(U497)),2.09761746506442e-07
14nov.xls,toll,W497,=RAND(),0.639372700704758
14nov.xls,toll,X497,"=IF(W497<V497,1,0)",0
14nov.xls,toll,Y497,=(M497*(1-X497)+N497*X497)*D497+M497*E497,5098.82985076217
14nov.xls,toll,Z497,=((1-X497)*O497+X497*P497)*D497+E497*O497,272.838272539827
14nov.xls,toll,AA497,"=IF(D497*X497>0,AA496,Q497)",27
14nov.xls,toll,AB497,=(X497*D497),0
14nov.xls,toll,AC497,=SUM(AB$10:AB496)/K497,0
14nov.xls,toll,AD497,=R497*E497+D497*(X497*S497+(1-X497)*T497),-1.25667315826637
14nov.xls,toll,AE497,=Z497,272.838272539827
14nov.xls,toll,AF497,=E497*O497,272.838272539827
14nov.xls,toll,AG497,=((1-X497)*O497+X497*P497)*D497,0
14nov.xls,toll,AH497,=D497*(LN(EXP(S497)+EXP(T497))),0
14nov.xls,toll,AJ497,=$J$5,10
14nov.xls,toll,AK497,"=AJ497+MAX(K497,AK$10:AK496)",5098.82985076217
14nov.xls,toll,AL497,=AK497-K497,272.838272539827
14nov.xls,toll,AM497,=-G497*AL497/3600,-1.25667315826637
14nov.xls,toll,AN497,=-H497*AL497/3600,-4.1227067190091
14nov.xls,toll,AO497,=AM497*E497+AN497*D497,-1.25667315826637
14nov.xls,toll,AP497,=AL497*D497,0
14nov.xls,toll,AR497,=AN497*D497,0
14nov.xls,toll,AS497,=AH497-AR497,0
14nov.xls,toll,A498,=A497+1,489
14nov.xls,toll,B498,"=IF(A498<$N$4/3,0.1,(IF(A498>2*$N$4/3,0.05,0.12)))",0.12
14nov.xls,toll,C498,=RAND(),0.756622104538998
14nov.xls,toll,D498,"=IF((C498>$M$2),1,0)",0
14nov.xls,toll,E498,=1-D498,1
14nov.xls,toll,F498,=RAND(),0.149843372146693
14nov.xls,toll,G498,=7.75+F498*10,9.24843372146693
14nov.xls,toll,H498,"=LOGINV(F498,2.64,1.139)",4.3005243741478
14nov.xls,toll,J498,=-LN(RAND())/B498,3.31073658706068
14nov.xls,toll,K498,=K497+J498,4829.30231480941
14nov.xls,toll,L498,=(1/$J$4)*(1+AB497),10
14nov.xls,toll,M498,"=L498+MAX(K498,Y$10:Y497)",5108.82985076217
14nov.xls,toll,N498,=K498,4829.30231480941
14nov.xls,toll,O498,=M498-K498,279.527535952766
14nov.xls,toll,P498,=N498-K498,0
14nov.xls,toll,Q498,"=A498-MATCH(K498,$M$9:M497,1)",27
14nov.xls,toll,R498,=-G498*(O498/3600),-0.718108858217811
14nov.xls,toll,S498,=-1*I498-(H498*(P498/3600)),-19.5
14nov.xls,toll,T498,=-H498*(O498/3600),-0.333920828225096
14nov.xls,toll,U498,=T498-S498,19.1660791717749
14nov.xls,toll,V498,=1/(1+EXP(U498)),4.74545188010352e-09
14nov.xls,toll,W498,=RAND(),0.295701989235336
14nov.xls,toll,X498,"=IF(W498<V498,1,0)",0
14nov.xls,toll,Y498,=(M498*(1-X498)+N498*X498)*D498+M498*E498,5108.82985076217
14nov.xls,toll,Z498,=((1-X498)*O498+X498*P498)*D498+E498*O498,279.527535952766
14nov.xls,toll,AA498,"=IF(D498*X498>0,AA497,Q498)",27
14nov.xls,toll,AB498,=(X498*D498),0
14nov.xls,toll,AC498,=SUM(AB$10:AB497)/K498,0
14nov.xls,toll,AD498,=R498*E498+D498*(X498*S498+(1-X498)*T498),-0.718108858217811
14nov.xls,toll,AE498,=Z498,279.527535952766
14nov.xls,toll,AF498,=E498*O498,279.527535952766
14nov.xls,toll,AG498,=((1-X498)*O498+X498*P498)*D498,0
