workbook,sheet,cell,formula,cached_or_converted_value
14nov.xls,toll,L148,=(1/$J$4)*(1+AB147),10
14nov.xls,toll,M148,"=L148+MAX(K148,Y$10:Y147)",1476.04055084069
14nov.xls,toll,N148,=K148,1457.84274106954
14nov.xls,toll,O148,=M148-K148,18.1978097711465
14nov.xls,toll,P148,=N148-K148,0
14nov.xls,toll,Q148,"=A148-MATCH(K148,$M$9:M147,1)",1
14nov.xls,toll,R148,=-G148*(O148/3600),-0.0480292270139043
14nov.xls,toll,S148,=-1*I148-(H148*(P148/3600)),-19.5
14nov.xls,toll,T148,=-H148*(O148/3600),-0.0244468635426624
14nov.xls,toll,U148,=T148-S148,19.4755531364573
14nov.xls,toll,V148,=1/(1+EXP(U148)),3.4823686089199e-09
14nov.xls,toll,W148,=RAND(),0.932297295583983
14nov.xls,toll,X148,"=IF(W148<V148,1,0)",0
14nov.xls,toll,Y148,=(M148*(1-X148)+N148*X148)*D148+M148*E148,1476.04055084069
14nov.xls,toll,Z148,=((1-X148)*O148+X148*P148)*D148+E148*O148,18.1978097711465
14nov.xls,toll,AA148,"=IF(D148*X148>0,AA147,Q148)",1
14nov.xls,toll,AB148,=(X148*D148),0
14nov.xls,toll,AC148,=SUM(AB$10:AB147)/K148,0
14nov.xls,toll,AD148,=R148*E148+D148*(X148*S148+(1-X148)*T148),-0.0480292270139043
14nov.xls,toll,AE148,=Z148,18.1978097711465
14nov.xls,toll,AF148,=E148*O148,18.1978097711465
14nov.xls,toll,AG148,=((1-X148)*O148+X148*P148)*D148,0
14nov.xls,toll,AH148,=D148*(LN(EXP(S148)+EXP(T148))),0
14nov.xls,toll,AJ148,=$J$5,10
14nov.xls,toll,AK148,"=AJ148+MAX(K148,AK$10:AK147)",1476.04055084069
14nov.xls,toll,AL148,=AK148-K148,18.1978097711465
14nov.xls,toll,AM148,=-G148*AL148/3600,-0.0480292270139043
14nov.xls,toll,AN148,=-H148*AL148/3600,-0.0244468635426624
14nov.xls,toll,AO148,=AM148*E148+AN148*D148,-0.0480292270139043
14nov.xls,toll,AP148,=AL148*D148,0
14nov.xls,toll,AR148,=AN148*D148,0
14nov.xls,toll,AS148,=AH148-AR148,0
14nov.xls,toll,A149,=A148+1,140
14nov.xls,toll,B149,"=IF(A149<$N$4/3,0.1,(IF(A149>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C149,=RAND(),0.190304364632422
14nov.xls,toll,D149,"=IF((C149>$M$2),1,0)",0
14nov.xls,toll,E149,=1-D149,1
14nov.xls,toll,F149,=RAND(),0.316205717821296
14nov.xls,toll,G149,=7.75+F149*10,10.912057178213
14nov.xls,toll,H149,"=LOGINV(F149,2.64,1.139)",8.12687011224753
14nov.xls,toll,J149,=-LN(RAND())/B149,2.52174966718104
14nov.xls,toll,K149,=K148+J149,1460.36449073672
14nov.xls,toll,L149,=(1/$J$4)*(1+AB148),10
14nov.xls,toll,M149,"=L149+MAX(K149,Y$10:Y148)",1486.04055084069
14nov.xls,toll,N149,=K149,1460.36449073672
14nov.xls,toll,O149,=M149-K149,25.6760601039655
14nov.xls,toll,P149,=N149-K149,0
14nov.xls,toll,Q149,"=A149-MATCH(K149,$M$9:M148,1)",2
14nov.xls,toll,R149,=-G149*(O149/3600),-0.0778273988793622
14nov.xls,toll,S149,=-1*I149-(H149*(P149/3600)),-19.5
14nov.xls,toll,T149,=-H149*(O149/3600),-0.057962779294219
14nov.xls,toll,U149,=T149-S149,19.4420372207058
14nov.xls,toll,V149,=1/(1+EXP(U149)),3.60106131825222e-09
14nov.xls,toll,W149,=RAND(),0.193874173609366
14nov.xls,toll,X149,"=IF(W149<V149,1,0)",0
14nov.xls,toll,Y149,=(M149*(1-X149)+N149*X149)*D149+M149*E149,1486.04055084069
14nov.xls,toll,Z149,=((1-X149)*O149+X149*P149)*D149+E149*O149,25.6760601039655
14nov.xls,toll,AA149,"=IF(D149*X149>0,AA148,Q149)",2
14nov.xls,toll,AB149,=(X149*D149),0
14nov.xls,toll,AC149,=SUM(AB$10:AB148)/K149,0
14nov.xls,toll,AD149,=R149*E149+D149*(X149*S149+(1-X149)*T149),-0.0778273988793622
14nov.xls,toll,AE149,=Z149,25.6760601039655
14nov.xls,toll,AF149,=E149*O149,25.6760601039655
14nov.xls,toll,AG149,=((1-X149)*O149+X149*P149)*D149,0
14nov.xls,toll,AH149,=D149*(LN(EXP(S149)+EXP(T149))),0
14nov.xls,toll,AJ149,=$J$5,10
14nov.xls,toll,AK149,"=AJ149+MAX(K149,AK$10:AK148)",1486.04055084069
14nov.xls,toll,AL149,=AK149-K149,25.6760601039655
14nov.xls,toll,AM149,=-G149*AL149/3600,-0.0778273988793622
14nov.xls,toll,AN149,=-H149*AL149/3600,-0.057962779294219
14nov.xls,toll,AO149,=AM149*E149+AN149*D149,-0.0778273988793622
14nov.xls,toll,AP149,=AL149*D149,0
14nov.xls,toll,AR149,=AN149*D149,0
14nov.xls,toll,AS149,=AH149-AR149,0
14nov.xls,toll,A150,=A149+1,141
14nov.xls,toll,B150,"=IF(A150<$N$4/3,0.1,(IF(A150>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C150,=RAND(),0.83272048029595
14nov.xls,toll,D150,"=IF((C150>$M$2),1,0)",0
14nov.xls,toll,E150,=1-D150,1
14nov.xls,toll,F150,=RAND(),0.632423172760927
14nov.xls,toll,G150,=7.75+F150*10,14.0742317276093
14nov.xls,toll,H150,"=LOGINV(F150,2.64,1.139)",20.6001573120956
14nov.xls,toll,J150,=-LN(RAND())/B150,5.67348691200562
14nov.xls,toll,K150,=K149+J150,1466.03797764873
14nov.xls,toll,L150,=(1/$J$4)*(1+AB149),10
14nov.xls,toll,M150,"=L150+MAX(K150,Y$10:Y149)",1496.04055084069
14nov.xls,toll,N150,=K150,1466.03797764873
14nov.xls,toll,O150,=M150-K150,30.0025731919598
14nov.xls,toll,P150,=N150-K150,0
14nov.xls,toll,Q150,"=A150-MATCH(K150,$M$9:M149,1)",3
14nov.xls,toll,R150,=-G150*(O150/3600),-0.117295324313389
14nov.xls,toll,S150,=-1*I150-(H150*(P150/3600)),-19.5
14nov.xls,toll,T150,=-H150*(O150/3600),-0.171682702089454
14nov.xls,toll,U150,=T150-S150,19.3283172979105
14nov.xls,toll,V150,=1/(1+EXP(U150)),4.03476691801376e-09
14nov.xls,toll,W150,=RAND(),0.288742857337812
14nov.xls,toll,X150,"=IF(W150<V150,1,0)",0
14nov.xls,toll,Y150,=(M150*(1-X150)+N150*X150)*D150+M150*E150,1496.04055084069
14nov.xls,toll,Z150,=((1-X150)*O150+X150*P150)*D150+E150*O150,30.0025731919598
14nov.xls,toll,AA150,"=IF(D150*X150>0,AA149,Q150)",3
14nov.xls,toll,AB150,=(X150*D150),0
14nov.xls,toll,AC150,=SUM(AB$10:AB149)/K150,0
14nov.xls,toll,AD150,=R150*E150+D150*(X150*S150+(1-X150)*T150),-0.117295324313389
14nov.xls,toll,AE150,=Z150,30.0025731919598
14nov.xls,toll,AF150,=E150*O150,30.0025731919598
14nov.xls,toll,AG150,=((1-X150)*O150+X150*P150)*D150,0
14nov.xls,toll,AH150,=D150*(LN(EXP(S150)+EXP(T150))),0
14nov.xls,toll,AJ150,=$J$5,10
14nov.xls,toll,AK150,"=AJ150+MAX(K150,AK$10:AK149)",1496.04055084069
14nov.xls,toll,AL150,=AK150-K150,30.0025731919598
14nov.xls,toll,AM150,=-G150*AL150/3600,-0.117295324313389
14nov.xls,toll,AN150,=-H150*AL150/3600,-0.171682702089454
14nov.xls,toll,AO150,=AM150*E150+AN150*D150,-0.117295324313389
14nov.xls,toll,AP150,=AL150*D150,0
14nov.xls,toll,AR150,=AN150*D150,0
14nov.xls,toll,AS150,=AH150-AR150,0
14nov.xls,toll,A151,=A150+1,142
14nov.xls,toll,B151,"=IF(A151<$N$4/3,0.1,(IF(A151>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C151,=RAND(),0.017336267860754
14nov.xls,toll,D151,"=IF((C151>$M$2),1,0)",0
14nov.xls,toll,E151,=1-D151,1
14nov.xls,toll,F151,=RAND(),0.311551179398356
14nov.xls,toll,G151,=7.75+F151*10,10.8655117939836
14nov.xls,toll,H151,"=LOGINV(F151,2.64,1.139)",8.00630237784596
14nov.xls,toll,J151,=-LN(RAND())/B151,2.73326210504022
14nov.xls,toll,K151,=K150+J151,1468.77123975377
14nov.xls,toll,L151,=(1/$J$4)*(1+AB150),10
14nov.xls,toll,M151,"=L151+MAX(K151,Y$10:Y150)",1506.04055084069
14nov.xls,toll,N151,=K151,1468.77123975377
14nov.xls,toll,O151,=M151-K151,37.2693110869195
14nov.xls,toll,P151,=N151-K151,0
14nov.xls,toll,Q151,"=A151-MATCH(K151,$M$9:M150,1)",3
14nov.xls,toll,R151,=-G151*(O151/3600),-0.112486149769046
14nov.xls,toll,S151,=-1*I151-(H151*(P151/3600)),-19.5
14nov.xls,toll,T151,=-H151*(O151/3600),-0.0828859372155235
14nov.xls,toll,U151,=T151-S151,19.4171140627845
14nov.xls,toll,V151,=1/(1+EXP(U151)),3.69193891204349e-09
14nov.xls,toll,W151,=RAND(),0.688086467080601
14nov.xls,toll,X151,"=IF(W151<V151,1,0)",0
14nov.xls,toll,Y151,=(M151*(1-X151)+N151*X151)*D151+M151*E151,1506.04055084069
14nov.xls,toll,Z151,=((1-X151)*O151+X151*P151)*D151+E151*O151,37.2693110869195
14nov.xls,toll,AA151,"=IF(D151*X151>0,AA150,Q151)",3
14nov.xls,toll,AB151,=(X151*D151),0
14nov.xls,toll,AC151,=SUM(AB$10:AB150)/K151,0
14nov.xls,toll,AD151,=R151*E151+D151*(X151*S151+(1-X151)*T151),-0.112486149769046
14nov.xls,toll,AE151,=Z151,37.2693110869195
14nov.xls,toll,AF151,=E151*O151,37.2693110869195
14nov.xls,toll,AG151,=((1-X151)*O151+X151*P151)*D151,0
14nov.xls,toll,AH151,=D151*(LN(EXP(S151)+EXP(T151))),0
14nov.xls,toll,AJ151,=$J$5,10
14nov.xls,toll,AK151,"=AJ151+MAX(K151,AK$10:AK150)",1506.04055084069
14nov.xls,toll,AL151,=AK151-K151,37.2693110869195
14nov.xls,toll,AM151,=-G151*AL151/3600,-0.112486149769046
14nov.xls,toll,AN151,=-H151*AL151/3600,-0.0828859372155235
14nov.xls,toll,AO151,=AM151*E151+AN151*D151,-0.112486149769046
14nov.xls,toll,AP151,=AL151*D151,0
14nov.xls,toll,AR151,=AN151*D151,0
14nov.xls,toll,AS151,=AH151-AR151,0
14nov.xls,toll,A152,=A151+1,143
14nov.xls,toll,B152,"=IF(A152<$N$4/3,0.1,(IF(A152>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C152,=RAND(),0.720894461840411
14nov.xls,toll,D152,"=IF((C152>$M$2),1,0)",0
14nov.xls,toll,E152,=1-D152,1
14nov.xls,toll,F152,=RAND(),0.321651545195224
14nov.xls,toll,G152,=7.75+F152*10,10.9665154519522
14nov.xls,toll,H152,"=LOGINV(F152,2.64,1.139)",8.26926498044237
14nov.xls,toll,J152,=-LN(RAND())/B152,6.32604939516123
14nov.xls,toll,K152,=K151+J152,1475.09728914893
14nov.xls,toll,L152,=(1/$J$4)*(1+AB151),10
14nov.xls,toll,M152,"=L152+MAX(K152,Y$10:Y151)",1516.04055084069
14nov.xls,toll,N152,=K152,1475.09728914893
14nov.xls,toll,O152,=M152-K152,40.9432616917584
14nov.xls,toll,P152,=N152-K152,0
14nov.xls,toll,Q152,"=A152-MATCH(K152,$M$9:M151,1)",4
14nov.xls,toll,R152,=-G152*(O152/3600),-0.124723586665553
14nov.xls,toll,S152,=-1*I152-(H152*(P152/3600)),-19.5
14nov.xls,toll,T152,=-H152*(O152/3600),-0.0940474111368736
14nov.xls,toll,U152,=T152-S152,19.4059525888631
14nov.xls,toll,V152,=1/(1+EXP(U152)),3.73337721786794e-09
14nov.xls,toll,W152,=RAND(),0.502528624013354
14nov.xls,toll,X152,"=IF(W152<V152,1,0)",0
14nov.xls,toll,Y152,=(M152*(1-X152)+N152*X152)*D152+M152*E152,1516.04055084069
14nov.xls,toll,Z152,=((1-X152)*O152+X152*P152)*D152+E152*O152,40.9432616917584
14nov.xls,toll,AA152,"=IF(D152*X152>0,AA151,Q152)",4
14nov.xls,toll,AB152,=(X152*D152),0
14nov.xls,toll,AC152,=SUM(AB$10:AB151)/K152,0
14nov.xls,toll,AD152,=R152*E152+D152*(X152*S152+(1-X152)*T152),-0.124723586665553
14nov.xls,toll,AE152,=Z152,40.9432616917584
14nov.xls,toll,AF152,=E152*O152,40.9432616917584
14nov.xls,toll,AG152,=((1-X152)*O152+X152*P152)*D152,0
14nov.xls,toll,AH152,=D152*(LN(EXP(S152)+EXP(T152))),0
14nov.xls,toll,AJ152,=$J$5,10
14nov.xls,toll,AK152,"=AJ152+MAX(K152,AK$10:AK151)",1516.04055084069
14nov.xls,toll,AL152,=AK152-K152,40.9432616917584
14nov.xls,toll,AM152,=-G152*AL152/3600,-0.124723586665553
14nov.xls,toll,AN152,=-H152*AL152/3600,-0.0940474111368736
14nov.xls,toll,AO152,=AM152*E152+AN152*D152,-0.124723586665553
14nov.xls,toll,AP152,=AL152*D152,0
14nov.xls,toll,AR152,=AN152*D152,0
14nov.xls,toll,AS152,=AH152-AR152,0
14nov.xls,toll,A153,=A152+1,144
14nov.xls,toll,B153,"=IF(A153<$N$4/3,0.1,(IF(A153>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C153,=RAND(),0.0530016623974575
14nov.xls,toll,D153,"=IF((C153>$M$2),1,0)",0
14nov.xls,toll,E153,=1-D153,1
14nov.xls,toll,F153,=RAND(),0.819429082400796
14nov.xls,toll,G153,=7.75+F153*10,15.944290824008
14nov.xls,toll,H153,"=LOGINV(F153,2.64,1.139)",39.651354744001
14nov.xls,toll,J153,=-LN(RAND())/B153,0.944503569123559
14nov.xls,toll,K153,=K152+J153,1476.04179271805
14nov.xls,toll,L153,=(1/$J$4)*(1+AB152),10
14nov.xls,toll,M153,"=L153+MAX(K153,Y$10:Y152)",1526.04055084069
14nov.xls,toll,N153,=K153,1476.04179271805
14nov.xls,toll,O153,=M153-K153,49.9987581226349
14nov.xls,toll,P153,=N153-K153,0
14nov.xls,toll,Q153,"=A153-MATCH(K153,$M$9:M152,1)",4
14nov.xls,toll,R153,=-G153*(O153/3600),-0.221442983429589
14nov.xls,toll,S153,=-1*I153-(H153*(P153/3600)),-19.5
14nov.xls,toll,T153,=-H153*(O153/3600),-0.550699581966693
14nov.xls,toll,U153,=T153-S153,18.9493004180333
14nov.xls,toll,V153,=1/(1+EXP(U153)),5.8941799389246e-09
14nov.xls,toll,W153,=RAND(),0.593617056235026
14nov.xls,toll,X153,"=IF(W153<V153,1,0)",0
14nov.xls,toll,Y153,=(M153*(1-X153)+N153*X153)*D153+M153*E153,1526.04055084069
14nov.xls,toll,Z153,=((1-X153)*O153+X153*P153)*D153+E153*O153,49.9987581226349
14nov.xls,toll,AA153,"=IF(D153*X153>0,AA152,Q153)",4
14nov.xls,toll,AB153,=(X153*D153),0
14nov.xls,toll,AC153,=SUM(AB$10:AB152)/K153,0
14nov.xls,toll,AD153,=R153*E153+D153*(X153*S153+(1-X153)*T153),-0.221442983429589
14nov.xls,toll,AE153,=Z153,49.9987581226349
14nov.xls,toll,AF153,=E153*O153,49.9987581226349
14nov.xls,toll,AG153,=((1-X153)*O153+X153*P153)*D153,0
14nov.xls,toll,AH153,=D153*(LN(EXP(S153)+EXP(T153))),0
14nov.xls,toll,AJ153,=$J$5,10
14nov.xls,toll,AK153,"=AJ153+MAX(K153,AK$10:AK152)",1526.04055084069
14nov.xls,toll,AL153,=AK153-K153,49.9987581226349
14nov.xls,toll,AM153,=-G153*AL153/3600,-0.221442983429589
14nov.xls,toll,AN153,=-H153*AL153/3600,-0.550699581966693
14nov.xls,toll,AO153,=AM153*E153+AN153*D153,-0.221442983429589
14nov.xls,toll,AP153,=AL153*D153,0
14nov.xls,toll,AR153,=AN153*D153,0
14nov.xls,toll,AS153,=AH153-AR153,0
14nov.xls,toll,A154,=A153+1,145
14nov.xls,toll,B154,"=IF(A154<$N$4/3,0.1,(IF(A154>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C154,=RAND(),0.952875445740645
14nov.xls,toll,D154,"=IF((C154>$M$2),1,0)",1
14nov.xls,toll,E154,=1-D154,0
14nov.xls,toll,F154,=RAND(),0.411134750244175
14nov.xls,toll,G154,=7.75+F154*10,11.8613475024417
14nov.xls,toll,H154,"=LOGINV(F154,2.64,1.139)",10.8498353880743
14nov.xls,toll,J154,=-LN(RAND())/B154,7.60965081564694
14nov.xls,toll,K154,=K153+J154,1483.6514435337
14nov.xls,toll,L154,=(1/$J$4)*(1+AB153),10
14nov.xls,toll,M154,"=L154+MAX(K154,Y$10:Y153)",1536.04055084069
14nov.xls,toll,N154,=K154,1483.6514435337
14nov.xls,toll,O154,=M154-K154,52.3891073069879
14nov.xls,toll,P154,=N154-K154,0
14nov.xls,toll,Q154,"=A154-MATCH(K154,$M$9:M153,1)",5
14nov.xls,toll,R154,=-G154*(O154/3600),-0.172612613086359
14nov.xls,toll,S154,=-1*I154-(H154*(P154/3600)),-19.5
14nov.xls,toll,T154,=-H154*(O154/3600),-0.157892552891383
14nov.xls,toll,U154,=T154-S154,19.3421074471086
14nov.xls,toll,V154,=1/(1+EXP(U154)),3.97950876523454e-09
14nov.xls,toll,W154,=RAND(),0.925242452742535
14nov.xls,toll,X154,"=IF(W154<V154,1,0)",0
14nov.xls,toll,Y154,=(M154*(1-X154)+N154*X154)*D154+M154*E154,1536.04055084069
14nov.xls,toll,Z154,=((1-X154)*O154+X154*P154)*D154+E154*O154,52.3891073069879
14nov.xls,toll,AA154,"=IF(D154*X154>0,AA153,Q154)",5
14nov.xls,toll,AB154,=(X154*D154),0
14nov.xls,toll,AC154,=SUM(AB$10:AB153)/K154,0
14nov.xls,toll,AD154,=R154*E154+D154*(X154*S154+(1-X154)*T154),-0.157892552891383
14nov.xls,toll,AE154,=Z154,52.3891073069879
14nov.xls,toll,AF154,=E154*O154,0
14nov.xls,toll,AG154,=((1-X154)*O154+X154*P154)*D154,52.3891073069879
14nov.xls,toll,AH154,=D154*(LN(EXP(S154)+EXP(T154))),-0.157892548911874
14nov.xls,toll,AJ154,=$J$5,10
14nov.xls,toll,AK154,"=AJ154+MAX(K154,AK$10:AK153)",1536.04055084069
14nov.xls,toll,AL154,=AK154-K154,52.3891073069879
14nov.xls,toll,AM154,=-G154*AL154/3600,-0.172612613086359
14nov.xls,toll,AN154,=-H154*AL154/3600,-0.157892552891383
14nov.xls,toll,AO154,=AM154*E154+AN154*D154,-0.157892552891383
14nov.xls,toll,AP154,=AL154*D154,52.3891073069879
14nov.xls,toll,AR154,=AN154*D154,-0.157892552891383
14nov.xls,toll,AS154,=AH154-AR154,3.97950875030695e-09
14nov.xls,toll,A155,=A154+1,146
14nov.xls,toll,B155,"=IF(A155<$N$4/3,0.1,(IF(A155>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C155,=RAND(),0.0491769059997427
14nov.xls,toll,D155,"=IF((C155>$M$2),1,0)",0
14nov.xls,toll,E155,=1-D155,1
14nov.xls,toll,F155,=RAND(),0.958204461395103
14nov.xls,toll,G155,=7.75+F155*10,17.332044613951
14nov.xls,toll,H155,"=LOGINV(F155,2.64,1.139)",100.55651791903
14nov.xls,toll,J155,=-LN(RAND())/B155,0.892189423789727
14nov.xls,toll,K155,=K154+J155,1484.54363295749
14nov.xls,toll,L155,=(1/$J$4)*(1+AB154),10
14nov.xls,toll,M155,"=L155+MAX(K155,Y$10:Y154)",1546.04055084069
14nov.xls,toll,N155,=K155,1484.54363295749
14nov.xls,toll,O155,=M155-K155,61.4969178831982
14nov.xls,toll,P155,=N155-K155,0
14nov.xls,toll,Q155,"=A155-MATCH(K155,$M$9:M154,1)",6
14nov.xls,toll,R155,=-G155*(O155/3600),-0.296074256770021
14nov.xls,toll,S155,=-1*I155-(H155*(P155/3600)),-19.5
14nov.xls,toll,T155,=-H155*(O155/3600),-1.71775442363526
14nov.xls,toll,U155,=T155-S155,17.7822455763647
14nov.xls,toll,V155,=1/(1+EXP(U155)),1.8935154894477e-08
14nov.xls,toll,W155,=RAND(),0.250407353403089
14nov.xls,toll,X155,"=IF(W155<V155,1,0)",0
14nov.xls,toll,Y155,=(M155*(1-X155)+N155*X155)*D155+M155*E155,1546.04055084069
14nov.xls,toll,Z155,=((1-X155)*O155+X155*P155)*D155+E155*O155,61.4969178831982
14nov.xls,toll,AA155,"=IF(D155*X155>0,AA154,Q155)",6
14nov.xls,toll,AB155,=(X155*D155),0
14nov.xls,toll,AC155,=SUM(AB$10:AB154)/K155,0
14nov.xls,toll,AD155,=R155*E155+D155*(X155*S155+(1-X155)*T155),-0.296074256770021
14nov.xls,toll,AE155,=Z155,61.4969178831982
14nov.xls,toll,AF155,=E155*O155,61.4969178831982
14nov.xls,toll,AG155,=((1-X155)*O155+X155*P155)*D155,0
14nov.xls,toll,AH155,=D155*(LN(EXP(S155)+EXP(T155))),0
14nov.xls,toll,AJ155,=$J$5,10
14nov.xls,toll,AK155,"=AJ155+MAX(K155,AK$10:AK154)",1546.04055084069
14nov.xls,toll,AL155,=AK155-K155,61.4969178831982
14nov.xls,toll,AM155,=-G155*AL155/3600,-0.296074256770021
14nov.xls,toll,AN155,=-H155*AL155/3600,-1.71775442363526
14nov.xls,toll,AO155,=AM155*E155+AN155*D155,-0.296074256770021
14nov.xls,toll,AP155,=AL155*D155,0
14nov.xls,toll,AR155,=AN155*D155,0
14nov.xls,toll,AS155,=AH155-AR155,0
14nov.xls,toll,A156,=A155+1,147
14nov.xls,toll,B156,"=IF(A156<$N$4/3,0.1,(IF(A156>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C156,=RAND(),0.94868039267816
14nov.xls,toll,D156,"=IF((C156>$M$2),1,0)",1
14nov.xls,toll,E156,=1-D156,0
14nov.xls,toll,F156,=RAND(),0.705306758995054
14nov.xls,toll,G156,=7.75+F156*10,14.8030675899505
14nov.xls,toll,H156,"=LOGINV(F156,2.64,1.139)",25.9130610451571
14nov.xls,toll,J156,=-LN(RAND())/B156,1.03064149373431
14nov.xls,toll,K156,=K155+J156,1485.57427445122
14nov.xls,toll,L156,=(1/$J$4)*(1+AB155),10
14nov.xls,toll,M156,"=L156+MAX(K156,Y$10:Y155)",1556.04055084069
14nov.xls,toll,N156,=K156,1485.57427445122
14nov.xls,toll,O156,=M156-K156,70.4662763894639
14nov.xls,toll,P156,=N156-K156,0
14nov.xls,toll,Q156,"=A156-MATCH(K156,$M$9:M155,1)",7
14nov.xls,toll,R156,=-G156*(O156/3600),-0.289754736723714
14nov.xls,toll,S156,=-1*I156-(H156*(P156/3600)),-19.5
14nov.xls,toll,T156,=-H156*(O156/3600),-0.507221367140303
14nov.xls,toll,U156,=T156-S156,18.9927786328597
14nov.xls,toll,V156,=1/(1+EXP(U156)),5.64340269577986e-09
14nov.xls,toll,W156,=RAND(),0.754317897491181
14nov.xls,toll,X156,"=IF(W156<V156,1,0)",0
14nov.xls,toll,Y156,=(M156*(1-X156)+N156*X156)*D156+M156*E156,1556.04055084069
14nov.xls,toll,Z156,=((1-X156)*O156+X156*P156)*D156+E156*O156,70.4662763894639
14nov.xls,toll,AA156,"=IF(D156*X156>0,AA155,Q156)",7
14nov.xls,toll,AB156,=(X156*D156),0
14nov.xls,toll,AC156,=SUM(AB$10:AB155)/K156,0
14nov.xls,toll,AD156,=R156*E156+D156*(X156*S156+(1-X156)*T156),-0.507221367140303
14nov.xls,toll,AE156,=Z156,70.4662763894639
14nov.xls,toll,AF156,=E156*O156,0
14nov.xls,toll,AG156,=((1-X156)*O156+X156*P156)*D156,70.4662763894639
14nov.xls,toll,AH156,=D156*(LN(EXP(S156)+EXP(T156))),-0.5072213614969
14nov.xls,toll,AJ156,=$J$5,10
14nov.xls,toll,AK156,"=AJ156+MAX(K156,AK$10:AK155)",1556.04055084069
14nov.xls,toll,AL156,=AK156-K156,70.4662763894639
14nov.xls,toll,AM156,=-G156*AL156/3600,-0.289754736723714
14nov.xls,toll,AN156,=-H156*AL156/3600,-0.507221367140303
14nov.xls,toll,AO156,=AM156*E156+AN156*D156,-0.507221367140303
14nov.xls,toll,AP156,=AL156*D156,70.4662763894639
14nov.xls,toll,AR156,=AN156*D156,-0.507221367140303
14nov.xls,toll,AS156,=AH156-AR156,5.64340274511466e-09
14nov.xls,toll,A157,=A156+1,148
14nov.xls,toll,B157,"=IF(A157<$N$4/3,0.1,(IF(A157>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C157,=RAND(),0.981784889512928
14nov.xls,toll,D157,"=IF((C157>$M$2),1,0)",1
14nov.xls,toll,E157,=1-D157,0
14nov.xls,toll,F157,=RAND(),0.269748512071745
14nov.xls,toll,G157,=7.75+F157*10,10.4474851207174
14nov.xls,toll,H157,"=LOGINV(F157,2.64,1.139)",6.96668485747362
14nov.xls,toll,J157,=-LN(RAND())/B157,8.85577214537915
14nov.xls,toll,K157,=K156+J157,1494.4300465966
14nov.xls,toll,L157,=(1/$J$4)*(1+AB156),10
14nov.xls,toll,M157,"=L157+MAX(K157,Y$10:Y156)",1566.04055084069
14nov.xls,toll,N157,=K157,1494.4300465966
14nov.xls,toll,O157,=M157-K157,71.6105042440847
14nov.xls,toll,P157,=N157-K157,0
14nov.xls,toll,Q157,"=A157-MATCH(K157,$M$9:M156,1)",7
14nov.xls,toll,R157,=-G157*(O157/3600),-0.207819354882541
14nov.xls,toll,S157,=-1*I157-(H157*(P157/3600)),-19.5
14nov.xls,toll,T157,=-H157*(O157/3600),-0.13857994876481
14nov.xls,toll,U157,=T157-S157,19.3614200512352
14nov.xls,toll,V157,=1/(1+EXP(U157)),3.90339146558772e-09
14nov.xls,toll,W157,=RAND(),0.139129766307951
14nov.xls,toll,X157,"=IF(W157<V157,1,0)",0
14nov.xls,toll,Y157,=(M157*(1-X157)+N157*X157)*D157+M157*E157,1566.04055084069
14nov.xls,toll,Z157,=((1-X157)*O157+X157*P157)*D157+E157*O157,71.6105042440847
14nov.xls,toll,AA157,"=IF(D157*X157>0,AA156,Q157)",7
14nov.xls,toll,AB157,=(X157*D157),0
14nov.xls,toll,AC157,=SUM(AB$10:AB156)/K157,0
14nov.xls,toll,AD157,=R157*E157+D157*(X157*S157+(1-X157)*T157),-0.13857994876481
14nov.xls,toll,AE157,=Z157,71.6105042440847
14nov.xls,toll,AF157,=E157*O157,0
14nov.xls,toll,AG157,=((1-X157)*O157+X157*P157)*D157,71.6105042440847
14nov.xls,toll,AH157,=D157*(LN(EXP(S157)+EXP(T157))),-0.138579944861418
14nov.xls,toll,AJ157,=$J$5,10
14nov.xls,toll,AK157,"=AJ157+MAX(K157,AK$10:AK156)",1566.04055084069
14nov.xls,toll,AL157,=AK157-K157,71.6105042440847
14nov.xls,toll,AM157,=-G157*AL157/3600,-0.207819354882541
14nov.xls,toll,AN157,=-H157*AL157/3600,-0.13857994876481
14nov.xls,toll,AO157,=AM157*E157+AN157*D157,-0.13857994876481
14nov.xls,toll,AP157,=AL157*D157,71.6105042440847
14nov.xls,toll,AR157,=AN157*D157,-0.13857994876481
14nov.xls,toll,AS157,=AH157-AR157,3.90339147116059e-09
14nov.xls,toll,A158,=A157+1,149
14nov.xls,toll,B158,"=IF(A158<$N$4/3,0.1,(IF(A158>2*$N$4/3,0.05,0.12)))",0.1
14nov.xls,toll,C158,=RAND(),0.992818065355227
14nov.xls,toll,D158,"=IF((C158>$M$2),1,0)",1
14nov.xls,toll,E158,=1-D158,0
