free way conditions,,,,,,,,,,,%vehicles,,total,,,statistix,,,max,,,CS,3.60948032968099,,,,,,,,,,,,,,,,total d,147854.679305261,,,,
,max,current,,freeway flow,,ramp meter rate,,by pass rate,,,car,0.9,906,,,toll veh,1,,q,67,,,,,,,,,,,,,,,,,,,total u,-591.05944864617,,,,
speed,65,25,,Q,,q1,,q2,,,truck,0.1,94,,,total u,-587.609382815455,,delay,672.096790023004,,,,,,,,,,,,,,,,,,,trucks-d,17585.236108813,,,,
density,120,75,,,,,,q1+q2,0.1,vps,,,1000,,,total delay,147177.208779751,,avg-q,14.232,,,,,,,,,,,,,,,,,,,,,,,,
# lanes,3,,,,,service time (max) (sec),,,10,,,,,,,(trucks),16907.7655833028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d-nothing,,,,,,,,,
,,,,,,Value of Time($),,,,,ramp-meter,expected departure,,expected delay,,ramp,,Utility ,,,,,,,,,,,,,,,,,,expected,expected,utilities,,Utility ,trucks,,,
veh #,avg-h,rnd,truck tag,car tag,rnd,Car,truck,toll, headway,arrival time,service time,ramp,bypass,ramp,bypass,queue#,car,tolled,untolled,util diff,prob,rand,choice,departure,delay,actual q#,toll trucks,q2 (vps), util (veh),total (delay),delay(cars),delay(trucks),CS (toll),,service time,departure,delay,car,truck, util (veh),delay,,CS (dn),delta(CS)
587,0.12,0.0420053949376338,0,1,0.186068374269201,9.61068374269201,5.0706422798088,19.5,30.7531148945591,5499.00936851689,10,6088.82985076217,5499.00936851689,589.820482245279,0,58,-1.57460503328374,-19.5,-0.830769076325036,18.669230923675,7.7993071706293e-09,0.575190485174639,0,6088.82985076217,589.820482245279,58,0,0,-1.57460503328374,589.820482245279,589.820482245279,0,0,,10,6088.82985076217,589.820482245279,-1.57460503328374,-0.830769076325036,-1.57460503328374,0,,0,0
588,0.12,0.440400423573642,0,1,0.247457187023457,10.2245718702346,6.44057125309528,19.5,3.95498519917109,5502.96435371606,10,6098.82985076217,5502.96435371606,595.865497046108,0,59,-1.69235266653916,-19.5,-1.06603171971847,18.4339682802815,9.86800343534515e-09,0.856667170726696,0,6098.82985076217,595.865497046108,59,0,0,-1.69235266653916,595.865497046108,595.865497046108,0,0,,10,6098.82985076217,595.865497046108,-1.69235266653916,-1.06603171971847,-1.69235266653916,0,,0,0
589,0.12,0.83315786838493,0,1,0.0560750029860769,8.31075002986077,2.29465145063493,19.5,0.00900793210663613,5502.97336164817,10,6108.82985076217,5502.97336164817,605.856489114001,0,60,-1.39864495416542,-19.5,-0.386174853228341,19.1138251467717,5.00001386372241e-09,0.696882999002892,0,6108.82985076217,605.856489114001,60,0,0,-1.39864495416542,605.856489114001,605.856489114001,0,0,,10,6108.82985076217,605.856489114001,-1.39864495416542,-0.386174853228341,-1.39864495416542,0,,0,0
590,0.12,0.220701683013186,0,1,0.979461876772745,17.5446187677275,143.552831203912,19.5,11.8879274817086,5514.86128912988,10,6118.82985076217,5514.86128912988,603.968561632293,0,60,-2.94344393375869,-19.5,-24.0837213834639,-4.58372138346391,0.989886522609141,0.793975852143517,1,6118.82985076217,603.968561632293,60,0,0,-2.94344393375869,603.968561632293,603.968561632293,0,0,,10,6118.82985076217,603.968561632293,-2.94344393375869,-24.0837213834639,-2.94344393375869,0,,0,0
591,0.12,0.486550002874409,0,1,0.755487153295632,15.3048715329563,30.8158060085398,19.5,9.07537210941015,5523.93666123929,10,6128.82985076217,5523.93666123929,604.893189522883,0,60,-2.57161459911331,-19.5,-5.1778531067289,14.3221468932711,6.02518482448064e-07,0.844631431470771,0,6128.82985076217,604.893189522883,60,0,0,-2.57161459911331,604.893189522883,604.893189522883,0,0,,10,6128.82985076217,604.893189522883,-2.57161459911331,-5.1778531067289,-2.57161459911331,0,,0,0
592,0.12,0.232633259423508,0,1,0.473618436173961,12.4861843617396,12.9957755380694,19.5,23.4779157353195,5547.41457697461,10,6138.82985076217,5547.41457697461,591.415273787564,0,59,-2.05125559523895,-19.5,-2.13497226331363,17.3650277366864,2.87385110441935e-08,0.102459806344201,0,6138.82985076217,591.415273787564,59,0,0,-2.05125559523895,591.415273787564,591.415273787564,0,0,,10,6138.82985076217,591.415273787564,-2.05125559523895,-2.13497226331363,-2.05125559523895,0,,0,0
593,0.12,0.0888275653771055,0,1,0.399201259336253,11.7420125933625,10.4759506391976,19.5,7.80613313284873,5555.22071010746,10,6148.82985076217,5555.22071010746,593.609140654715,0,59,-1.93615722363966,-19.5,-1.72739446013202,17.772605539868,1.91185731340798e-08,0.116925195062991,0,6148.82985076217,593.609140654715,59,0,0,-1.93615722363966,593.609140654715,593.609140654715,0,0,,10,6148.82985076217,593.609140654715,-1.93615722363966,-1.72739446013202,-1.93615722363966,0,,0,0
594,0.12,0.384273585304847,0,1,0.0462626602249732,8.21262660224973,2.06255669334798,19.5,3.00551173865228,5558.22622184611,10,6158.82985076217,5558.22622184611,600.603628916063,0,60,-1.37014815006772,-19.5,-0.344105287463864,19.1558947125361,4.79402868548366e-09,0.500756151359117,0,6158.82985076217,600.603628916063,60,0,0,-1.37014815006772,600.603628916063,600.603628916063,0,0,,10,6158.82985076217,600.603628916063,-1.37014815006772,-0.344105287463864,-1.37014815006772,0,,0,0
595,0.12,0.992152484018276,1,0,0.59385456490807,13.6885456490807,18.3656168709399,19.5,0.744452545457804,5558.97067439157,10,6168.82985076217,5558.97067439157,609.859176370605,0,60,-2.31891254868328,-19.5,-3.11123332734709,16.3887666726529,7.62867363763334e-08,0.299483602065084,0,6168.82985076217,609.859176370605,60,0,0,-3.11123332734709,609.859176370605,0,609.859176370605,-3.11123325106035,,10,6168.82985076217,609.859176370605,-2.31891254868327,-3.11123332734709,-3.11123332734709,609.859176370605,,-3.11123332734709,7.62867387038568e-08
596,0.12,0.303943782685089,0,1,0.64147397555993,14.1647397555993,21.1740264385138,19.5,7.80101674219853,5566.77169113377,10,6178.82985076217,5566.77169113377,612.058159628406,0,61,-2.40823459622984,-19.5,-3.59992657052221,15.9000734294778,1.24361454761418e-07,0.750189057026987,0,6178.82985076217,612.058159628406,61,0,0,-2.40823459622984,612.058159628406,612.058159628406,0,0,,10,6178.82985076217,612.058159628406,-2.40823459622984,-3.59992657052221,-2.40823459622984,0,,0,0
597,0.12,0.198453962127446,0,1,0.248812439391401,10.238124393914,6.47205865117273,19.5,2.97573700179245,5569.74742813556,10,6188.82985076217,5569.74742813556,619.082422626614,0,61,-1.7606230147047,-19.5,-1.1129827080971,18.3870172919029,1.03423646728691e-08,0.571875121162701,0,6188.82985076217,619.082422626614,61,0,0,-1.7606230147047,619.082422626614,619.082422626614,0,0,,10,6188.82985076217,619.082422626614,-1.7606230147047,-1.1129827080971,-1.7606230147047,0,,0,0
598,0.12,0.155013910569112,0,1,0.287006224615469,10.6200622461547,7.38690509475448,19.5,5.23867811152906,5574.98610624709,10,6198.82985076217,5574.98610624709,623.843744515085,0,62,-1.84034983295123,-19.5,-1.28007625963589,18.2199237403641,1.22232769954341e-08,0.164868643163678,0,6198.82985076217,623.843744515085,62,0,0,-1.84034983295123,623.843744515085,623.843744515085,0,0,,10,6198.82985076217,623.843744515085,-1.84034983295123,-1.28007625963589,-1.84034983295123,0,,0,0
599,0.12,0.702245647426498,0,1,0.310295877155614,10.8529587715561,7.97396213541014,19.5,9.08313100366154,5584.06923725075,10,6208.82985076217,5584.06923725075,624.760613511423,0,62,-1.88347255014766,-19.5,-1.38383818773214,18.1161618122679,1.35597251226912e-08,0.845594869597147,0,6208.82985076217,624.760613511423,62,0,0,-1.88347255014766,624.760613511423,624.760613511423,0,0,,10,6208.82985076217,624.760613511423,-1.88347255014766,-1.38383818773214,-1.88347255014766,0,,0,0
600,0.12,0.832874654013554,0,1,0.482253921281643,12.5725392128164,13.3206750655381,19.5,2.36890497363552,5586.43814222438,10,6218.82985076217,5586.43814222438,632.391708537787,0,63,-2.20854709818092,-19.5,-2.33996790654787,17.1600320934521,3.52770887114587e-08,0.716875203384498,0,6218.82985076217,632.391708537787,63,0,0,-2.20854709818092,632.391708537787,632.391708537787,0,0,,10,6218.82985076217,632.391708537787,-2.20854709818092,-2.33996790654787,-2.20854709818092,0,,0,0
601,0.12,0.940470909416177,1,0,0.832489913611087,16.0748991361109,42.0161684944049,19.5,26.311781380084,5612.74992360447,10,6228.82985076217,5612.74992360447,616.079927157703,0,61,-2.75095074690073,-19.5,-7.19036611818855,12.3096338818115,4.50808372281884e-06,0.533961962992495,0,6228.82985076217,616.079927157703,61,0,0,-7.19036611818855,616.079927157703,0,616.079927157703,-7.19036161009467,,10,6228.82985076217,616.079927157703,-2.75095074690073,-7.19036611818855,-7.19036611818855,616.079927157703,,-7.19036611818855,4.50809388308215e-06
602,0.12,0.839072289935605,0,1,0.430974983165335,12.0597498316534,11.4952794738926,19.5,1.81379667944701,5614.56372028391,10,6238.82985076217,5614.56372028391,624.266130478257,0,62,-2.09124815609501,-19.5,-1.99336489887029,17.5066351011297,2.49439351096988e-08,0.433141167333474,0,6238.82985076217,624.266130478257,62,0,0,-2.09124815609501,624.266130478257,624.266130478257,0,0,,10,6238.82985076217,624.266130478257,-2.09124815609501,-1.99336489887029,-2.09124815609501,0,,0,0
603,0.12,0.179584454945605,0,1,0.800827809763553,15.7582780976355,36.6707215007248,19.5,7.69692972988273,5622.2606500138,10,6248.82985076217,5622.2606500138,626.569200748374,0,62,-2.74268103133503,-19.5,-6.38242907265981,13.1175709273402,2.00960386592441e-06,0.625575094479958,0,6248.82985076217,626.569200748374,62,0,0,-2.74268103133503,626.569200748374,626.569200748374,0,0,,10,6248.82985076217,626.569200748374,-2.74268103133503,-6.38242907265981,-2.74268103133503,0,,0,0
604,0.12,0.0469332042975103,0,1,0.214592377531063,9.89592377531063,5.69461425159623,19.5,5.29866889568429,5627.55931890948,10,6258.82985076217,5627.55931890948,631.27053185269,0,63,-1.73527918467056,-19.5,-0.998567268694738,18.5014327313053,9.22422426999073e-09,0.373428334395686,0,6258.82985076217,631.27053185269,63,0,0,-1.73527918467056,631.27053185269,631.27053185269,0,0,,10,6258.82985076217,631.27053185269,-1.73527918467056,-0.998567268694738,-1.73527918467056,0,,0,0
605,0.12,0.722463028096508,0,1,0.469374871691942,12.4437487169194,12.8388750964799,19.5,25.834290160516,5653.39360907,10,6268.82985076217,5653.39360907,615.436241692174,0,61,-2.12731498413964,-19.5,-2.19486362137023,17.3051363786298,3.05122861717513e-08,0.15572005228879,0,6268.82985076217,615.436241692174,61,0,0,-2.12731498413964,615.436241692174,615.436241692174,0,0,,10,6268.82985076217,615.436241692174,-2.12731498413964,-2.19486362137023,-2.12731498413964,0,,0,0
606,0.12,0.0816758783169504,0,1,0.279000395997094,10.5400039599709,7.19048284179201,19.5,12.3264917229637,5665.72010079296,10,6278.82985076217,5665.72010079296,613.109749969211,0,61,-1.79504977571452,-19.5,-1.22459864924694,18.2754013507531,1.15636259161509e-08,0.255390531705787,0,6278.82985076217,613.109749969211,61,0,0,-1.79504977571452,613.109749969211,613.109749969211,0,0,,10,6278.82985076217,613.109749969211,-1.79504977571452,-1.22459864924694,-1.79504977571452,0,,0,0
607,0.12,0.0182046713496183,0,1,0.121118750469529,8.96118750469529,3.69891388880201,19.5,7.95396686826682,5673.67406766123,10,6288.82985076217,5673.67406766123,615.155783100944,0,61,-1.53125731026812,-19.5,-0.632057852746934,18.8679421472531,6.3937674714686e-09,0.0888260290255791,0,6288.82985076217,615.155783100944,61,0,0,-1.53125731026812,615.155783100944,615.155783100944,0,0,,10,6288.82985076217,615.155783100944,-1.53125731026812,-0.632057852746934,-1.53125731026812,0,,0,0
608,0.12,0.816909817960511,0,1,0.170463715748671,9.45463715748671,4.73646535037895,19.5,14.9748692555341,5688.64893691676,10,6298.82985076217,5688.64893691676,610.18091384541,0,61,-1.60251087245334,-19.5,-0.802805765525374,18.6971942344746,7.58423381783003e-09,0.198148363818032,0,6298.82985076217,610.18091384541,61,0,0,-1.60251087245334,610.18091384541,610.18091384541,0,0,,10,6298.82985076217,610.18091384541,-1.60251087245334,-0.802805765525374,-1.60251087245334,0,,0,0
609,0.12,0.155290337893744,0,1,0.211513954179907,9.86513954179907,5.62632730821218,19.5,5.33484287158882,5693.98377978835,10,6308.82985076217,5693.98377978835,614.846070973821,0,61,-1.68487285746768,-19.5,-0.960923677629714,18.5390763223703,8.88344565267979e-09,0.452055636392807,0,6308.82985076217,614.846070973821,61,0,0,-1.68487285746768,614.846070973821,614.846070973821,0,0,,10,6308.82985076217,614.846070973821,-1.68487285746768,-0.960923677629714,-1.68487285746768,0,,0,0
610,0.12,0.14865255883,0,1,0.1974643661232,9.724643661232,5.31768338334943,19.5,3.55569312898189,5697.53947291733,10,6318.82985076217,5697.53947291733,621.290377844839,0,62,-1.67828542630368,-19.5,-0.917729310694552,18.5822706893055,8.5078999617806e-09,0.277520563457384,0,6318.82985076217,621.290377844839,62,0,0,-1.67828542630368,621.290377844839,621.290377844839,0,0,,10,6318.82985076217,621.290377844839,-1.67828542630368,-0.917729310694552,-1.67828542630368,0,,0,0
611,0.12,0.130347894339813,0,1,0.684125320126936,14.5912532012694,24.1886629237525,19.5,19.193288332016,5716.73276124935,10,6328.82985076217,5716.73276124935,612.097089512823,0,61,-2.48090656023379,-19.5,-4.11272504856545,15.3872749514346,2.07678389306151e-07,0.220554232716681,0,6328.82985076217,612.097089512823,61,0,0,-2.48090656023379,612.097089512823,612.097089512823,0,0,,10,6328.82985076217,612.097089512823,-2.48090656023379,-4.11272504856545,-2.48090656023379,0,,0,0
612,0.12,0.190369919153083,0,1,0.189744272239869,9.64744272239869,5.15002882006841,19.5,6.39217439166743,5723.12493564102,10,6338.82985076217,5723.12493564102,615.704915121156,0,61,-1.64999386181408,-19.5,-0.880805015981035,18.619194984019,8.19948087818648e-09,0.92020988896688,0,6338.82985076217,615.704915121156,61,0,0,-1.64999386181408,615.704915121156,615.704915121156,0,0,,10,6338.82985076217,615.704915121156,-1.64999386181408,-0.880805015981035,-1.64999386181408,0,,0,0
613,0.12,0.279690275967466,0,1,0.374386022843655,11.4938602284365,9.73010868600018,19.5,18.7788932742038,5741.90382891522,10,6348.82985076217,5741.90382891522,606.926021846952,0,60,-1.93775635114164,-19.5,-1.64040448803682,17.8595955119632,1.75257338666233e-08,0.101707488886545,0,6348.82985076217,606.926021846952,60,0,0,-1.93775635114164,606.926021846952,606.926021846952,0,0,,10,6348.82985076217,606.926021846952,-1.93775635114164,-1.64040448803682,-1.93775635114164,0,,0,0
614,0.12,0.295088655977717,0,1,0.61473142354306,13.8973142354306,19.5351382426713,19.5,1.59325097123814,5743.49707988646,10,6358.82985076217,5743.49707988646,615.332770875713,0,61,-2.37540913228278,-19.5,-3.33905854008419,16.1609414599158,9.58059011022875e-08,0.795052857028376,0,6358.82985076217,615.332770875713,61,0,0,-2.37540913228278,615.332770875713,615.332770875713,0,0,,10,6358.82985076217,615.332770875713,-2.37540913228278,-3.33905854008419,-2.37540913228278,0,,0,0
615,0.12,0.0186773830634766,0,1,0.600625098991114,13.7562509899111,18.7352283684946,19.5,11.0904719983879,5754.58755188485,10,6368.82985076217,5754.58755188485,614.242298877325,0,61,-2.34713089777125,-19.5,-3.19665826195994,16.3033417380401,8.30899715948147e-08,0.363421977336825,0,6368.82985076217,614.242298877325,61,0,0,-2.34713089777125,614.242298877325,614.242298877325,0,0,,10,6368.82985076217,614.242298877325,-2.34713089777125,-3.19665826195994,-2.34713089777125,0,,0,0
616,0.12,0.222831899368545,0,1,0.615535803727603,13.905358037276,19.5820216378807,19.5,10.1246508971679,5764.71220278201,10,6378.82985076217,5764.71220278201,614.117647980157,0,61,-2.37209049227054,-19.5,-3.34046251970884,16.1595374802912,9.59405050909705e-08,0.833446637959286,0,6378.82985076217,614.117647980157,61,0,0,-2.37209049227054,614.117647980157,614.117647980157,0,0,,10,6378.82985076217,614.117647980157,-2.37209049227054,-3.34046251970884,-2.37209049227054,0,,0,0
617,0.12,0.688908293939426,0,1,0.888931640664436,16.6393164066444,56.2927919108853,19.5,6.70798436300243,5771.42018714502,10,6388.82985076217,5771.42018714502,617.409663617154,0,61,-2.85368742929047,-19.5,-9.65436492160283,9.84563507839717,5.2975127080949e-05,0.519064516821032,0,6388.82985076217,617.409663617154,61,0,0,-2.85368742929047,617.409663617154,617.409663617154,0,0,,10,6388.82985076217,617.409663617154,-2.85368742929047,-9.65436492160283,-2.85368742929047,0,,0,0
618,0.12,0.982601570353702,1,0,0.544857455385961,13.1985745538596,15.9321857751736,19.5,18.6233264498466,5790.04351359486,10,6398.82985076217,5790.04351359486,608.786337167308,0,60,-2.23197551624273,-19.5,-2.69424917253805,16.8057508274619,5.02753531102362e-08,0.468144986122901,0,6398.82985076217,608.786337167308,60,0,0,-2.69424917253805,608.786337167308,0,608.786337167308,-2.6942491222627,,10,6398.82985076217,608.786337167308,-2.23197551624273,-2.69424917253806,-2.69424917253806,608.786337167308,,-2.69424917253806,5.02753549902479e-08
619,0.12,0.0892063191746559,0,1,0.355976701110658,11.3097670111066,9.20220019324646,19.5,5.62049333995944,5795.66400693482,10,6408.82985076217,5795.66400693482,613.165843827348,0,61,-1.92632300912663,-19.5,-1.56735412404449,17.9326458759555,1.62911162630221e-08,0.0668530356306153,0,6408.82985076217,613.165843827348,61,0,0,-1.92632300912663,613.165843827348,613.165843827348,0,0,,10,6408.82985076217,613.165843827348,-1.92632300912663,-1.56735412404449,-1.92632300912663,0,,0,0
620,0.12,0.982653529808202,1,0,0.832479560382151,16.0747956038215,42.0141919679609,19.5,1.94477822165123,5797.60878515647,10,6418.82985076217,5797.60878515647,621.221065605697,0,62,-2.77388934844438,-19.5,-7.25002808469416,12.2499719153058,4.78522888404959e-06,0.251825357735584,0,6418.82985076217,621.221065605697,62,0,0,-7.25002808469416,621.221065605697,0,621.221065605697,-7.25002329945383,,10,6418.82985076217,621.221065605697,-2.77388934844438,-7.25002808469416,-7.25002808469416,621.221065605697,,-7.25002808469416,4.78524033287187e-06
621,0.12,0.121707637176979,0,1,0.973677184082656,17.4867718408266,127.379755689111,19.5,17.5073387275323,5815.11612388401,10,6428.82985076217,5815.11612388401,613.713726878164,0,61,-2.98107553263939,-19.5,-21.7151957202206,-2.2151957202206,0.901605816300023,0.183053481872703,1,6428.82985076217,613.713726878164,61,0,0,-2.98107553263939,613.713726878164,613.713726878164,0,0,,10,6428.82985076217,613.713726878164,-2.98107553263939,-21.7151957202206,-2.98107553263939,0,,0,0
622,0.12,0.731993371539073,0,1,0.583819069166223,13.5881906916622,17.8338078498653,19.5,23.8469744875868,5838.96309837159,10,6438.82985076217,5838.96309837159,599.866752390578,0,59,-2.26419550585314,-19.5,-2.97164122157118,16.5283587784288,6.63475604476967e-08,0.231715181360215,0,6438.82985076217,599.866752390578,59,0,0,-2.26419550585314,599.866752390578,599.866752390578,0,0,,10,6438.82985076217,599.866752390578,-2.26419550585314,-2.97164122157118,-2.26419550585314,0,,0,0
623,0.12,0.438832537301992,0,1,0.00679550625560745,7.81795506255607,0.842878408220009,19.5,6.46514329017072,5845.42824166176,10,6448.82985076217,5845.42824166176,603.401609100407,0,60,-1.31037962906139,-19.5,-0.141276163276651,19.3587238367234,3.91393004701528e-09,0.332838056722733,0,6448.82985076217,603.401609100407,60,0,0,-1.31037962906139,603.401609100407,603.401609100407,0,0,,10,6448.82985076217,603.401609100407,-1.31037962906139,-0.141276163276651,-1.31037962906139,0,,0,0
624,0.12,0.795233000327674,0,1,0.560290365694797,13.352903656948,16.6563661197004,19.5,11.5220992700931,5856.95034093186,10,6458.82985076217,5856.95034093186,601.879509830314,0,60,-2.23245530773757,-19.5,-2.78475707657764,16.7152429234224,5.50379451123102e-08,0.536830149793245,0,6458.82985076217,601.879509830314,60,0,0,-2.23245530773757,601.879509830314,601.879509830314,0,0,,10,6458.82985076217,601.879509830314,-2.23245530773757,-2.78475707657764,-2.23245530773757,0,,0,0
625,0.12,0.817909149334294,0,1,0.783085120485194,15.5808512048519,34.1732781193886,19.5,0.507471120256431,5857.45781205211,10,6468.82985076217,5857.45781205211,611.372038710058,0,61,-2.64602687943011,-19.5,-5.80349630923789,13.6965036907621,1.12637638459966e-06,0.661946837866399,0,6468.82985076217,611.372038710058,61,0,0,-2.64602687943011,611.372038710058,611.372038710058,0,0,,10,6468.82985076217,611.372038710058,-2.64602687943011,-5.80349630923789,-2.64602687943011,0,,0,0
626,0.12,0.940552531503527,1,0,0.262134647378262,10.3713464737826,6.78496796787195,19.5,3.83716183295777,5861.29497388507,10,6478.82985076217,5861.29497388507,617.5348768771,0,61,-1.77907449103808,-19.5,-1.16387621073747,18.3361237892625,1.08823481070124e-08,0.72393087065074,0,6478.82985076217,617.5348768771,61,0,0,-1.16387621073747,617.5348768771,0,617.5348768771,-1.16387619985512,,10,6478.82985076217,617.5348768771,-1.77907449103808,-1.16387621073747,-1.16387621073747,617.5348768771,,-1.16387621073747,1.08823481337339e-08
