free way conditions,,,,,,,,,,,%vehicles,,total,,,statistix,,,max,,,CS,3.60948032968099,,,,,,,,,,,,,,,,total d,147854.679305261,,,,
,max,current,,freeway flow,,ramp meter rate,,by pass rate,,,car,0.9,906,,,toll veh,1,,q,67,,,,,,,,,,,,,,,,,,,total u,-591.05944864617,,,,
speed,65,25,,Q,,q1,,q2,,,truck,0.1,94,,,total u,-587.609382815455,,delay,672.096790023004,,,,,,,,,,,,,,,,,,,trucks-d,17585.236108813,,,,
density,120,75,,,,,,q1+q2,0.1,vps,,,1000,,,total delay,147177.208779751,,avg-q,14.232,,,,,,,,,,,,,,,,,,,,,,,,
# lanes,3,,,,,service time (max) (sec),,,10,,,,,,,(trucks),16907.7655833028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d-nothing,,,,,,,,,
,,,,,,Value of Time($),,,,,ramp-meter,expected departure,,expected delay,,ramp,,Utility ,,,,,,,,,,,,,,,,,,expected,expected,utilities,,Utility ,trucks,,,
veh #,avg-h,rnd,truck tag,car tag,rnd,Car,truck,toll, headway,arrival time,service time,ramp,bypass,ramp,bypass,queue#,car,tolled,untolled,util diff,prob,rand,choice,departure,delay,actual q#,toll trucks,q2 (vps), util (veh),total (delay),delay(cars),delay(trucks),CS (toll),,service time,departure,delay,car,truck, util (veh),delay,,CS (dn),delta(CS)
533,0.12,0.844569462043312,0,1,0.946690881025246,17.2169088102525,88.046871092506,19.5,9.54116581699405,5157.48191293889,10,5548.82985076217,5157.48191293889,391.347937823281,0,39,-1.87161159960661,-19.5,-9.57137817606792,9.92862182393208,4.87565709107034e-05,0.635242470895272,0,5548.82985076217,391.347937823281,39,0,0,-1.87161159960661,391.347937823281,391.347937823281,0,0,,10,5548.82985076217,391.347937823281,-1.87161159960661,-9.57137817606792,-1.87161159960661,0,,0,0
534,0.12,0.931917367866789,1,0,0.321727358154567,10.9672735815457,8.27125758856631,19.5,9.73086607271024,5167.2127790116,10,5558.82985076217,5167.2127790116,391.617071750571,0,39,-1.19304765697009,-19.5,-0.899768243480286,18.6002317565197,8.35645314459575e-09,0.519017435033639,0,5558.82985076217,391.617071750571,39,0,0,-0.899768243480286,391.617071750571,0,391.617071750571,-0.899768235123832,,10,5558.82985076217,391.617071750571,-1.19304765697009,-0.899768243480286,-0.899768243480286,391.617071750571,,-0.899768243480286,8.35645319607892e-09
535,0.12,0.888397636413873,0,1,0.247053514351932,10.2205351435193,6.43120440685794,19.5,1.01647268784087,5168.22925169944,10,5568.82985076217,5168.22925169944,400.60059906273,0,40,-1.13732013923209,-19.5,-0.715651205022822,18.7843487949772,6.95121896620238e-09,0.476805270292163,0,5568.82985076217,400.60059906273,40,0,0,-1.13732013923209,400.60059906273,400.60059906273,0,0,,10,5568.82985076217,400.60059906273,-1.13732013923209,-0.715651205022822,-1.13732013923209,0,,0,0
536,0.12,0.0154152269203603,0,1,0.762619982027838,15.3761998202784,31.6300209713579,19.5,3.64779855374034,5171.87705025318,10,5578.82985076217,5171.87705025318,406.95280050899,0,40,-1.73816321612448,-19.5,-3.57553489290338,15.9244651070966,1.21364766318848e-07,0.00138786831913357,0,5578.82985076217,406.95280050899,40,0,0,-1.73816321612448,406.95280050899,406.95280050899,0,0,,10,5578.82985076217,406.95280050899,-1.73816321612448,-3.57553489290338,-1.73816321612448,0,,0,0
537,0.12,0.298906268433984,0,1,0.687566673912347,14.6256667391235,24.4573516489529,19.5,12.0678910101882,5183.94494126337,10,5588.82985076217,5183.94494126337,404.884909498802,0,40,-1.6449199316749,-19.5,-2.7506701691574,16.7493298308426,5.31934864079185e-08,0.605868512122349,0,5588.82985076217,404.884909498802,40,0,0,-1.6449199316749,404.884909498802,404.884909498802,0,0,,10,5588.82985076217,404.884909498802,-1.6449199316749,-2.7506701691574,-1.6449199316749,0,,0,0
538,0.12,0.0249902164671313,0,1,0.494402749399201,12.694027493992,13.7910391950701,19.5,13.6287474111238,5197.57368867449,10,5598.82985076217,5197.57368867449,401.256162087678,0,40,-1.41487687602075,-19.5,-1.53714984961516,17.9628501503848,1.58064118460648e-08,0.908197830385868,0,5598.82985076217,401.256162087678,40,0,0,-1.41487687602075,401.256162087678,401.256162087678,0,0,,10,5598.82985076217,401.256162087678,-1.41487687602075,-1.53714984961516,-1.41487687602075,0,,0,0
539,0.12,0.275566571450785,0,1,0.00945714366432549,7.84457143664326,0.967075219467479,19.5,1.0474371181553,5198.62112579265,10,5608.82985076217,5198.62112579265,410.208724969522,0,41,-0.893864346377157,-19.5,-0.110195192424271,19.3898048075757,3.79415234757637e-09,0.655471237664469,0,5608.82985076217,410.208724969522,41,0,0,-0.893864346377157,410.208724969522,410.208724969522,0,0,,10,5608.82985076217,410.208724969522,-0.893864346377157,-0.110195192424271,-0.893864346377157,0,,0,0
540,0.12,0.819828729922195,0,1,0.445892831023886,12.2089283102389,12.0016564833723,19.5,2.73979719443407,5201.36092298708,10,5618.82985076217,5201.36092298708,417.468927775089,0,41,-1.41579116971065,-19.5,-1.39175518434399,18.108244815656,1.36675034966374e-08,0.738675751183351,0,5618.82985076217,417.468927775089,41,0,0,-1.41579116971065,417.468927775089,417.468927775089,0,0,,10,5618.82985076217,417.468927775089,-1.41579116971065,-1.39175518434399,-1.41579116971065,0,,0,0
541,0.12,0.739753361877465,0,1,0.283616432775251,10.5861643277525,7.30341597301885,19.5,1.88916668990337,5203.25008967699,10,5628.82985076217,5203.25008967699,425.579761085185,0,42,-1.25146035705928,-19.5,-0.863385006917525,18.6366149930825,8.05788274919238e-09,0.482582476446213,0,5628.82985076217,425.579761085185,42,0,0,-1.25146035705928,425.579761085185,425.579761085185,0,0,,10,5628.82985076217,425.579761085185,-1.25146035705928,-0.863385006917525,-1.25146035705928,0,,0,0
542,0.12,0.639144180702619,0,1,0.723597644672192,14.9859764467219,27.5517977207206,19.5,2.29101408859624,5205.54110376558,10,5638.82985076217,5205.54110376558,433.288746996589,0,43,-1.80368193253348,-19.5,-3.3160788644207,16.1839211355793,9.36294160115576e-08,0.487046329697525,0,5638.82985076217,433.288746996589,43,0,0,-1.80368193253348,433.288746996589,433.288746996589,0,0,,10,5638.82985076217,433.288746996589,-1.80368193253348,-3.3160788644207,-1.80368193253348,0,,0,0
543,0.12,0.304079928360277,0,1,0.0610522411416556,8.36052241141656,2.40874435351368,19.5,0.590017797779677,5206.13112156336,10,5648.82985076217,5206.13112156336,442.698729198809,0,44,-1.02810906860341,-19.5,-0.296207795629254,19.2037922043707,4.5698191371448e-09,0.283185666033652,0,5648.82985076217,442.698729198809,44,0,0,-1.02810906860341,442.698729198809,442.698729198809,0,0,,10,5648.82985076217,442.698729198809,-1.02810906860341,-0.296207795629254,-1.02810906860341,0,,0,0
544,0.12,0.252774940743023,0,1,0.686228928743206,14.6122892874321,24.3524022212309,19.5,9.88902099363711,5216.020142557,10,5658.82985076217,5216.020142557,442.809708205172,0,44,-1.79735098766037,-19.5,-2.99541114491062,16.5045888550894,6.79435296549256e-08,0.748369797046684,0,5658.82985076217,442.809708205172,44,0,0,-1.79735098766037,442.809708205172,442.809708205172,0,0,,10,5658.82985076217,442.809708205172,-1.79735098766038,-2.99541114491062,-1.79735098766038,0,,0,0
545,0.12,0.47733581726801,0,1,0.385559399242202,11.605593992422,10.0608483764621,19.5,0.635452209550048,5216.65559476655,10,5668.82985076217,5216.65559476655,452.174255995622,0,45,-1.4577085635863,-19.5,-1.26368239703098,18.236317602969,1.20245238911071e-08,0.0717194578059384,0,5668.82985076217,452.174255995622,45,0,0,-1.4577085635863,452.174255995622,452.174255995622,0,0,,10,5668.82985076217,452.174255995622,-1.4577085635863,-1.26368239703098,-1.4577085635863,0,,0,0
546,0.12,0.426936744543013,0,1,0.0997091478231277,8.74709147823128,3.24924642971192,19.5,4.31072411270469,5220.96631887925,10,5678.82985076217,5220.96631887925,457.863531882917,0,45,-1.11249283275721,-19.5,-0.413253179518295,19.0867468204817,5.13725562266982e-09,0.130728720364762,0,5678.82985076217,457.863531882917,45,0,0,-1.11249283275721,457.863531882917,457.863531882917,0,0,,10,5678.82985076217,457.863531882917,-1.11249283275721,-0.413253179518295,-1.11249283275721,0,,0,0
547,0.12,0.253342468001631,0,1,0.982476241128675,17.5747624112868,154.592775134989,19.5,4.60803360050845,5225.57435247976,10,5688.82985076217,5225.57435247976,463.255498282409,0,46,-2.26155703278766,-19.5,-19.8933202988943,-0.393320298894338,0.597081737483876,0.204827982002509,1,5688.82985076217,463.255498282409,46,0,0,-2.26155703278766,463.255498282409,463.255498282409,0,0,,10,5688.82985076217,463.255498282409,-2.26155703278766,-19.8933202988943,-2.26155703278766,0,,0,0
548,0.12,0.607974100708109,0,1,0.673660317602772,14.4866031760277,23.3967959735413,19.5,13.6888472186496,5239.26319969841,10,5698.82985076217,5239.26319969841,459.566651063759,0,45,-1.84932214080463,-19.5,-2.98677421421733,16.5132257857827,6.73592330346791e-08,0.115169796539399,0,5698.82985076217,459.566651063759,45,0,0,-1.84932214080463,459.566651063759,459.566651063759,0,0,,10,5698.82985076217,459.566651063759,-1.84932214080463,-2.98677421421733,-1.84932214080463,0,,0,0
549,0.12,0.583620771822575,0,1,0.288900161040327,10.6390016104033,7.43376069305339,19.5,0.248498965915561,5239.51169866433,10,5708.82985076217,5239.51169866433,469.318152097844,0,46,-1.38696571554457,-19.5,-0.969110786555947,18.5308892134441,8.95647392652777e-09,0.768004386479156,0,5708.82985076217,469.318152097844,46,0,0,-1.38696571554457,469.318152097844,469.318152097844,0,0,,10,5708.82985076217,469.318152097844,-1.38696571554457,-0.969110786555947,-1.38696571554457,0,,0,0
550,0.12,0.172749971667862,0,1,0.24850482286233,10.2350482286233,6.46490618142407,19.5,4.52714060341155,5244.03883926774,10,5718.82985076217,5244.03883926774,474.791011494433,0,47,-1.34986358365621,-19.5,-0.852633151415262,18.6473668485847,7.97170964941782e-09,0.415017144013716,0,5718.82985076217,474.791011494433,47,0,0,-1.34986358365621,474.791011494433,474.791011494433,0,0,,10,5718.82985076217,474.791011494433,-1.34986358365621,-0.852633151415262,-1.34986358365621,0,,0,0
551,0.12,0.42890595343051,0,1,0.618895393668563,13.9389539366856,19.7793751152077,19.5,15.3163599243094,5259.35519919205,10,5728.82985076217,5259.35519919205,469.474651570123,0,46,-1.81777376185485,-19.5,-2.57942090013524,16.9205790998648,4.48214442979049e-08,0.169836568107265,0,5728.82985076217,469.474651570123,46,0,0,-1.81777376185485,469.474651570123,469.474651570123,0,0,,10,5728.82985076217,469.474651570123,-1.81777376185485,-2.57942090013525,-1.81777376185485,0,,0,0
552,0.12,0.442287188287931,0,1,0.618099634609509,13.9309963460951,19.7324034721785,19.5,9.63630061981603,5268.99149981187,10,5738.82985076217,5268.99149981187,469.838350950306,0,46,-1.81814343065113,-19.5,-2.57528886323735,16.9247111367627,4.46366225526178e-08,0.609297636766074,0,5738.82985076217,469.838350950306,46,0,0,-1.81814343065113,469.838350950306,469.838350950306,0,0,,10,5738.82985076217,469.838350950306,-1.81814343065113,-2.57528886323735,-1.81814343065113,0,,0,0
553,0.12,0.615490782768161,0,1,0.855979532393234,16.3097953239323,46.9980790297629,19.5,34.6709737482058,5303.66247356007,10,5748.82985076217,5303.66247356007,445.1673772021,0,44,-2.01683022418279,-19.5,-5.8116698820046,13.6883301179954,1.13562062124207e-06,0.907062181320079,0,5748.82985076217,445.1673772021,44,0,0,-2.01683022418279,445.1673772021,445.1673772021,0,0,,10,5748.82985076217,445.1673772021,-2.01683022418279,-5.8116698820046,-2.01683022418279,0,,0,0
554,0.12,0.406090563503029,0,1,0.201154499295934,9.76154499295934,5.39829019674354,19.5,0.908055508487038,5304.57052906856,10,5758.82985076217,5304.57052906856,454.259321693613,0,45,-1.23174244643983,-19.5,-0.681173234188334,18.8188267658117,6.71563952974298e-09,0.599388088914247,0,5758.82985076217,454.259321693613,45,0,0,-1.23174244643983,454.259321693613,454.259321693613,0,0,,10,5758.82985076217,454.259321693613,-1.23174244643983,-0.681173234188334,-1.23174244643983,0,,0,0
555,0.12,0.908585275718515,1,0,0.149214843677833,9.24214843677833,4.28731258334802,19.5,2.24364064505277,5306.81416971361,10,5768.82985076217,5306.81416971361,462.015681048561,0,46,-1.18611597343612,-19.5,-0.550223789739888,18.9497762102601,5.89137620099405e-09,0.46833140907822,0,5768.82985076217,462.015681048561,46,0,0,-0.550223789739888,462.015681048561,0,462.015681048561,-0.550223783848512,,10,5768.82985076217,462.015681048561,-1.18611597343612,-0.550223789739888,-0.550223789739888,462.015681048561,,-0.550223789739888,5.8913760536683e-09
556,0.12,0.124140075605181,0,1,0.72965706855934,15.0465706855934,28.1293369009026,19.5,9.94175797309604,5316.75592768671,10,5778.82985076217,5316.75592768671,462.073923075464,0,46,-1.93128554042345,-19.5,-3.61050918203097,15.889490817969,1.25684511910728e-07,0.49718674002767,0,5778.82985076217,462.073923075464,46,0,0,-1.93128554042345,462.073923075464,462.073923075464,0,0,,10,5778.82985076217,462.073923075464,-1.93128554042345,-3.61050918203097,-1.93128554042345,0,,0,0
557,0.12,0.686100646368953,0,1,0.667018797592131,14.4201879759213,22.912937269047,19.5,7.54213797938396,5324.29806566609,10,5788.82985076217,5324.29806566609,464.53178509608,0,46,-1.86073212829882,-19.5,-2.95660768094025,16.5433923190598,6.5357581853972e-08,0.841600130517092,0,5788.82985076217,464.53178509608,46,0,0,-1.86073212829882,464.53178509608,464.53178509608,0,0,,10,5788.82985076217,464.53178509608,-1.86073212829882,-2.95660768094025,-1.86073212829882,0,,0,0
558,0.12,0.08451335339929,0,1,0.208088795551065,9.83088795551065,5.55063649890951,19.5,6.25354000112678,5330.55160566722,10,5798.82985076217,5330.55160566722,468.278245094954,0,46,-1.27877526653657,-19.5,-0.722011755241484,18.7779882447585,6.99557345314344e-09,0.325905316841564,0,5798.82985076217,468.278245094954,46,0,0,-1.27877526653657,468.278245094954,468.278245094954,0,0,,10,5798.82985076217,468.278245094954,-1.27877526653657,-0.722011755241484,-1.27877526653657,0,,0,0
559,0.12,0.736278728194863,0,1,0.794321265874448,15.6932126587445,35.7194948346386,19.5,3.77938264133604,5334.33098830855,10,5808.82985076217,5334.33098830855,474.498862453617,0,47,-2.06844765411582,-19.5,-4.70801657401496,14.791983425985,3.76637066080863e-07,0.593692106738642,0,5808.82985076217,474.498862453617,47,0,0,-2.06844765411582,474.498862453617,474.498862453617,0,0,,10,5808.82985076217,474.498862453617,-2.06844765411582,-4.70801657401496,-2.06844765411582,0,,0,0
560,0.12,0.367597207703552,0,1,0.733326991898093,15.0832699189809,28.4882128387129,19.5,2.44918344775744,5336.78017175631,10,5818.82985076217,5336.78017175631,482.04967900586,0,48,-2.01969039522319,-19.5,-3.8146482928756,15.6853517071244,1.54148122671257e-07,0.964799319576322,0,5818.82985076217,482.04967900586,48,0,0,-2.01969039522319,482.04967900586,482.04967900586,0,0,,10,5818.82985076217,482.04967900586,-2.01969039522319,-3.8146482928756,-2.01969039522319,0,,0,0
561,0.12,0.393006324247236,0,1,0.14231100732421,9.1731100732421,4.1424062847088,19.5,12.2184588494044,5348.99863060572,10,5828.82985076217,5348.99863060572,479.831220156455,0,47,-1.22265127752034,-19.5,-0.552126628326553,18.9478733716734,5.90259721139173e-09,0.867895876974855,0,5828.82985076217,479.831220156455,47,0,0,-1.22265127752034,479.831220156455,479.831220156455,0,0,,10,5828.82985076217,479.831220156455,-1.22265127752034,-0.552126628326553,-1.22265127752034,0,,0,0
562,0.12,0.790415124830253,0,1,0.599452376949424,13.7445237694942,18.6705638660425,19.5,0.485714720914923,5349.48434532663,10,5838.82985076217,5349.48434532663,489.34550543554,0,48,-1.86828359193165,-19.5,-2.53787680883196,16.962123191168,4.29975270158682e-08,0.323138683573611,0,5838.82985076217,489.34550543554,48,0,0,-1.86828359193165,489.34550543554,489.34550543554,0,0,,10,5838.82985076217,489.34550543554,-1.86828359193165,-2.53787680883196,-1.86828359193165,0,,0,0
563,0.12,0.893692343867261,0,1,0.712649201746574,14.8764920174657,26.5529088796975,19.5,8.41892205115078,5357.90326737778,10,5848.82985076217,5357.90326737778,490.926583384389,0,49,-2.02868483302211,-19.5,-3.62098023200747,15.8790197679925,1.27007474866918e-07,0.393942815285573,0,5848.82985076217,490.926583384389,49,0,0,-2.02868483302211,490.926583384389,490.926583384389,0,0,,10,5848.82985076217,490.926583384389,-2.02868483302211,-3.62098023200747,-2.02868483302211,0,,0,0
564,0.12,0.0776432685938785,0,1,0.0361587330850201,8.1115873308502,1.80956546511054,19.5,10.0419945396043,5367.94526191739,10,5858.82985076217,5367.94526191739,490.884588844785,0,49,-1.10607033660638,-19.5,-0.246746610924586,19.2532533890754,4.34928926120135e-09,0.876101091848982,0,5858.82985076217,490.884588844785,49,0,0,-1.10607033660638,490.884588844785,490.884588844785,0,0,,10,5858.82985076217,490.884588844785,-1.10607033660638,-0.246746610924586,-1.10607033660638,0,,0,0
565,0.12,0.190715832591316,0,1,0.932355942776796,17.073559427768,76.7977950658405,19.5,3.85243257222942,5371.79769448962,10,5868.82985076217,5371.79769448962,497.032156272556,0,49,-2.35725223823087,-19.5,-10.6030482440424,8.89695175595763,0.000136786594375579,0.162866887085996,0,5868.82985076217,497.032156272556,49,0,0,-2.35725223823087,497.032156272556,497.032156272556,0,0,,10,5868.82985076217,497.032156272556,-2.35725223823087,-10.6030482440424,-2.35725223823087,0,,0,0
566,0.12,0.364840953308788,0,1,0.163912721718532,9.38912721718532,4.59737138972465,19.5,0.798694442443244,5372.59638893206,10,5878.82985076217,5372.59638893206,506.233461830113,0,50,-1.32030288186641,-19.5,-0.64648423164973,18.8535157683503,6.48667493081316e-09,0.0757566370343796,0,5878.82985076217,506.233461830113,50,0,0,-1.32030288186641,506.233461830113,506.233461830113,0,0,,10,5878.82985076217,506.233461830113,-1.32030288186641,-0.64648423164973,-1.32030288186641,0,,0,0
567,0.12,0.800310273016551,0,1,0.0479071177406009,8.22907117740601,2.10223761833239,19.5,4.49166211637424,5377.08805104843,10,5888.82985076217,5377.08805104843,511.741799713739,0,51,-1.1697665817495,-19.5,-0.298834128397594,19.2011658716024,4.58183677708811e-09,0.261138785589295,0,5888.82985076217,511.741799713739,51,0,0,-1.1697665817495,511.741799713739,511.741799713739,0,0,,10,5888.82985076217,511.741799713739,-1.1697665817495,-0.298834128397594,-1.1697665817495,0,,0,0
568,0.12,0.858058646429072,0,1,0.708495163473985,14.8349516347398,26.188070710448,19.5,0.70894837148994,5377.79699941992,10,5898.82985076217,5377.79699941992,521.032851342249,0,52,-2.14708254160357,-19.5,-3.7902347648381,15.7097652351619,1.50430389861569e-07,0.480761613943291,0,5898.82985076217,521.032851342249,52,0,0,-2.14708254160357,521.032851342249,521.032851342249,0,0,,10,5898.82985076217,521.032851342249,-2.14708254160357,-3.7902347648381,-2.14708254160357,0,,0,0
569,0.12,0.84243967183494,0,1,0.827644909580155,16.0264490958015,41.1095536693331,19.5,14.9277519576956,5392.72475137762,10,5908.82985076217,5392.72475137762,516.105099384554,0,51,-2.29759225093615,-19.5,-5.89356952282384,13.6064304771762,1.23254217848685e-06,0.45831049022632,0,5908.82985076217,516.105099384554,51,0,0,-2.29759225093615,516.105099384554,516.105099384554,0,0,,10,5908.82985076217,516.105099384554,-2.29759225093615,-5.89356952282384,-2.29759225093615,0,,0,0
570,0.12,0.657003570054899,0,1,0.652103449852123,14.2710344985212,21.8752393215187,19.5,5.40111075564782,5398.12586213327,10,5918.82985076217,5398.12586213327,520.703988628906,0,52,-2.06416238478909,-19.5,-3.16403454636852,16.3359654536315,8.04230078786697e-08,0.456674622917388,0,5918.82985076217,520.703988628906,52,0,0,-2.06416238478909,520.703988628906,520.703988628906,0,0,,10,5918.82985076217,520.703988628906,-2.06416238478909,-3.16403454636852,-2.06416238478909,0,,0,0
571,0.12,0.901660015534415,1,0,0.427840004718757,12.0284000471876,11.3912235203312,19.5,5.31668189014301,5403.44254402341,10,5928.82985076217,5403.44254402341,525.387306738763,0,52,-1.75543575143564,-19.5,-1.66244562383502,17.837554376165,1.79163094929747e-08,0.775602555923246,0,5928.82985076217,525.387306738763,52,0,0,-1.66244562383502,525.387306738763,0,525.387306738763,-1.66244560591871,,10,5928.82985076217,525.387306738763,-1.75543575143564,-1.66244562383502,-1.66244562383502,525.387306738763,,-1.66244562383502,1.79163095470614e-08
572,0.12,0.648592350084552,0,1,0.150246550169511,9.25246550169511,4.30900116134267,19.5,11.6467305695906,5415.089274593,10,5938.82985076217,5415.089274593,523.740576169173,0,52,-1.34608100356755,-19.5,-0.626888541932013,18.873111458068,6.36080137973708e-09,0.213124179264489,0,5938.82985076217,523.740576169173,52,0,0,-1.34608100356755,523.740576169173,523.740576169173,0,0,,10,5938.82985076217,523.740576169173,-1.34608100356755,-0.626888541932013,-1.34608100356755,0,,0,0
573,0.12,0.794909072846695,0,1,0.652778087086684,14.2777808708668,21.9207845000388,19.5,7.71410338615338,5422.80337797915,10,5948.82985076217,5422.80337797915,526.026472783019,0,52,-2.08624741963082,-19.5,-3.20303137533113,16.2969686246689,8.36212043647812e-08,0.989529297386354,0,5948.82985076217,526.026472783019,52,0,0,-2.08624741963082,526.026472783019,526.026472783019,0,0,,10,5948.82985076217,526.026472783019,-2.08624741963082,-3.20303137533113,-2.08624741963082,0,,0,0
574,0.12,0.907380542257878,1,0,0.626332437749916,14.0133243774992,20.22530956468,19.5,5.1992376092355,5428.00261558839,10,5958.82985076217,5428.00261558839,530.827235173783,0,53,-2.06629284302813,-19.5,-2.98226254354249,16.5177374564575,6.70560149032087e-08,0.599797637535961,0,5958.82985076217,530.827235173783,53,0,0,-2.98226254354249,530.827235173783,0,530.827235173783,-2.98226247648647,,10,5958.82985076217,530.827235173783,-2.06629284302813,-2.98226254354249,-2.98226254354249,530.827235173783,,-2.98226254354249,6.70560171833756e-08
575,0.12,0.0385172477045178,0,1,0.436213080646622,12.1121308064662,11.6709424845347,19.5,1.50925912199871,5429.51187471039,10,5968.82985076217,5429.51187471039,539.317976051784,0,53,-1.81452496450495,-19.5,-1.74843029982668,17.7515697001733,1.95250082302254e-08,0.844898135098626,0,5968.82985076217,539.317976051784,53,0,0,-1.81452496450495,539.317976051784,539.317976051784,0,0,,10,5968.82985076217,539.317976051784,-1.81452496450495,-1.74843029982668,-1.81452496450495,0,,0,0
576,0.12,0.51065830963981,0,1,0.396380853603066,11.7138085360307,10.3890772014437,19.5,2.51418847615632,5432.02606318654,10,5978.82985076217,5432.02606318654,546.803787575628,0,54,-1.77920968734369,-19.5,-1.5779963231014,17.9220036768986,1.64654153802102e-08,0.460620726719975,0,5978.82985076217,546.803787575628,54,0,0,-1.77920968734369,546.803787575628,546.803787575628,0,0,,10,5978.82985076217,546.803787575628,-1.77920968734369,-1.5779963231014,-1.77920968734369,0,,0,0
577,0.12,0.939112077949578,1,0,0.0286516213388212,8.03651621338821,1.60764712380678,19.5,5.41282577360016,5437.43888896014,10,5988.82985076217,5437.43888896014,551.390961802028,0,55,-1.23090622345492,-19.5,-0.246233914953912,19.2537660850461,4.34705996965476e-09,0.293173992574754,0,5988.82985076217,551.390961802028,55,0,0,-0.246233914953912,551.390961802028,0,551.390961802028,-0.246233910606852,,10,5988.82985076217,551.390961802028,-1.23090622345492,-0.246233914953912,-0.246233914953912,551.390961802028,,-0.246233914953912,4.34705987872874e-09
578,0.12,0.301726490846883,0,1,0.334035863155078,11.0903586315508,8.59861731230334,19.5,0.594316529558109,5438.0332054897,10,5998.82985076217,5438.0332054897,560.79664527247,0,56,-1.72762108762285,-19.5,-1.3394654840893,18.1605345159107,1.2971197312539e-08,0.897606724604737,0,5998.82985076217,560.79664527247,56,0,0,-1.72762108762285,560.79664527247,560.79664527247,0,0,,10,5998.82985076217,560.79664527247,-1.72762108762285,-1.3394654840893,-1.72762108762285,0,,0,0
579,0.12,0.540927018567423,0,1,0.142503626449152,9.17503626449152,4.14644448366354,19.5,6.9849494672963,5445.018154957,10,6008.82985076217,5445.018154957,563.811695805173,0,56,-1.43694243204359,-19.5,-0.649392748860096,18.8506072511399,6.50556899990782e-09,0.417621958863744,0,6008.82985076217,563.811695805173,56,0,0,-1.43694243204359,563.811695805173,563.811695805173,0,0,,10,6008.82985076217,563.811695805173,-1.43694243204359,-0.649392748860096,-1.43694243204359,0,,0,0
580,0.12,0.447095536819665,0,1,0.501090599386733,12.7609059938673,14.0569047905288,19.5,1.95844859077337,5446.97660354777,10,6018.82985076217,5446.97660354777,571.8532472144,0,57,-2.02704598055298,-19.5,-2.2329129584021,17.2670870415979,3.16956283252693e-08,0.0445952102168855,0,6018.82985076217,571.8532472144,57,0,0,-2.02704598055298,571.8532472144,571.8532472144,0,0,,10,6018.82985076217,571.8532472144,-2.02704598055298,-2.2329129584021,-2.02704598055298,0,,0,0
581,0.12,0.156782120111566,0,1,0.600594275691236,13.7559427569124,18.7335252542044,19.5,0.83231535082536,5447.8089188986,10,6028.82985076217,5447.8089188986,581.020931863574,0,58,-2.22013629980089,-19.5,-3.0234917500799,16.4765082499201,6.98784648847751e-08,0.6170980184278,0,6028.82985076217,581.020931863574,58,0,0,-2.22013629980089,581.020931863574,581.020931863574,0,0,,10,6028.82985076217,581.020931863574,-2.22013629980089,-3.0234917500799,-2.22013629980089,0,,0,0
582,0.12,0.236540302673619,0,1,0.392128466119603,11.671284661196,10.2591437263317,19.5,2.16390184779736,5449.97282074639,10,6038.82985076217,5449.97282074639,588.857030015777,0,58,-1.90908833946128,-19.5,-1.67810247366464,17.8218975263354,1.8199029935446e-08,0.340565174291683,0,6038.82985076217,588.857030015777,58,0,0,-1.90908833946128,588.857030015777,588.857030015777,0,0,,10,6038.82985076217,588.857030015777,-1.90908833946128,-1.67810247366464,-1.90908833946128,0,,0,0
583,0.12,0.414092425768716,0,1,0.257705100748505,10.327051007485,6.68023148814013,19.5,4.43426559949895,5454.40708634589,10,6048.82985076217,5454.40708634589,594.422764416278,0,59,-1.70517616892699,-19.5,-1.10302268558915,18.3969773144109,1.02398657819672e-08,0.705489022233246,0,6048.82985076217,594.422764416278,59,0,0,-1.70517616892699,594.422764416278,594.422764416278,0,0,,10,6048.82985076217,594.422764416278,-1.70517616892699,-1.10302268558915,-1.70517616892699,0,,0,0
584,0.12,0.673112940101859,0,1,0.0969555193946084,8.71955519394608,3.19098559271029,19.5,0.930190536574665,5455.33727688247,10,6058.82985076217,5455.33727688247,603.492573879704,0,60,-1.46171855752241,-19.5,-0.534926696821607,18.9650733031784,5.80194106513167e-09,0.000326035925905192,0,6058.82985076217,603.492573879704,60,0,0,-1.46171855752241,603.492573879704,603.492573879704,0,0,,10,6058.82985076217,603.492573879704,-1.46171855752241,-0.534926696821607,-1.46171855752241,0,,0,0
585,0.12,0.674073276903656,0,1,0.17571691440939,9.5071691440939,4.84848572037502,19.5,7.37320707898423,5462.71048396145,10,6068.82985076217,5462.71048396145,606.11936680072,0,60,-1.60068870602376,-19.5,-0.816322526326678,18.6836774736733,7.68744405406109e-09,0.5626937413867,0,6068.82985076217,606.11936680072,60,0,0,-1.60068870602376,606.11936680072,606.11936680072,0,0,,10,6068.82985076217,606.11936680072,-1.60068870602376,-0.816322526326678,-1.60068870602376,0,,0,0
586,0.12,0.110627245662489,0,1,0.851822612462201,16.268226124622,46.0366399395601,19.5,5.54576966088193,5468.25625362233,10,6078.82985076217,5468.25625362233,610.573597139838,0,61,-2.7591525955541,-19.5,-7.8079880133691,11.6920119866309,8.36026571792854e-06,0.016502984286917,0,6078.82985076217,610.573597139838,61,0,0,-2.7591525955541,610.573597139838,610.573597139838,0,0,,10,6078.82985076217,610.573597139838,-2.7591525955541,-7.8079880133691,-2.7591525955541,0,,0,0
